Project,F1,F1 (dummy),AUC,AUC (dummy)
flink,0.5439252336448598,0.5718990120746432,0.6983906688321275,0.5
jenkins,0.5806451612903225,0.6060606060606061,0.5615384615384615,0.5
kafka,0.529505582137161,0.5720524017467249,0.5999084748403177,0.5
kudu,0.28387096774193554,0.2252252252252252,0.7004651162790698,0.5
xmlgraphics-fop,0.17543859649122806,0.17543859649122806,0.5872340425531914,0.5
Average,0.42267710826110133,0.4301351683196855,0.6295073528086336,0.5
