class,method_name,count
org.apache.phoenix.query.ConnectionQueryServicesImpl,checkClientServerCompatibility,2
org.apache.phoenix.query.ConnectionQueryServicesImpl,upgradeSystemCatalogIfRequired,2
org.apache.phoenix.query.ConnectionlessQueryServicesImpl,init,2
org.apache.phoenix.schema.stats.GuidePostsKey,&lt;init&gt;,2
org.apache.phoenix.schema.tool.SchemaSynthesisProcessor,synthesize,2
org.apache.phoenix.schema.types.PDataType,NOVALUE,2
org.apache.phoenix.trace.TraceReader,&lt;init&gt;,2
org.apache.phoenix.trace.TraceWriter,createTable,2
org.apache.phoenix.tracingwebapp.http.ConnectionFactory,NOVALUE,2
org.apache.phoenix.transaction.OmidTransactionContext,&lt;init&gt;,2
org.apache.phoenix.transaction.OmidTransactionTable,&lt;init&gt;,2
org.apache.phoenix.util.EquiDepthStreamHistogram$Bucket,&lt;init&gt;,2
org.apache.phoenix.util.IndexUtil$IndexStatusUpdater,&lt;init&gt;,2
org.apache.phoenix.util.QueryUtil,getShowCreateTableStmt,2
org.apache.phoenix.util.UpgradeUtil,disableViewIndexes,2
org.apache.phoenix.util.UpgradeUtil,addViewIndexToParentLinks,2
org.apache.phoenix.util.UpgradeUtil,upgradeLocalIndexes,2
org.apache.phoenix.util.ViewUtil,getViewIndexIds,2
org.apache.hadoop.hbase.regionserver.IndexHalfStoreFileReader,getIndexMaintainers,1
org.apache.hadoop.hbase.regionserver.IndexHalfStoreFileReader,getRegionStartKeyInHFile,1
org.apache.hadoop.hbase.regionserver.IndexHalfStoreFileReader,getSplitRow,1
org.apache.hadoop.hbase.regionserver.IndexHalfStoreFileReader,getSplitkey,1
org.apache.hadoop.hbase.regionserver.IndexHalfStoreFileReader,getViewConstants,1
org.apache.hadoop.hbase.regionserver.IndexHalfStoreFileReaderGenerator,preStoreFileReaderOpen,1
org.apache.hadoop.hbase.regionserver.IndexKeyValueSkipListSet,&lt;init&gt;,1
org.apache.phoenix.cache.ServerCacheClient,addServerCache,1
org.apache.phoenix.cache.ServerCacheClient,removeServerCache,1
org.apache.phoenix.cache.ServerCacheClient,getConnection,1
org.apache.phoenix.cache.ServerCacheClient,&lt;init&gt;,1
org.apache.phoenix.cache.ServerCacheClient,NOVALUE,1
org.apache.phoenix.cache.ServerCacheClient$ServerCache,getId,1
org.apache.phoenix.cache.ServerCacheClient$ServerCache,getCachePtr,1
org.apache.phoenix.cache.ServerCacheClient$ServerCache,close,1
org.apache.phoenix.cache.TenantCacheImpl,NOVALUE,1
org.apache.phoenix.cache.TenantCacheImpl$CacheEntry,&lt;init&gt;,1
org.apache.phoenix.cache.TenantCacheImpl$CacheEntry,compareTo,1
org.apache.phoenix.cache.aggcache.SpillFile,&lt;init&gt;,1
org.apache.phoenix.cache.aggcache.SpillManager,&lt;init&gt;,1
