type,count
CO_SELF_NO_OBJECT,1
EQ_ALWAYS_FALSE,1
ICAST_QUESTIONABLE_UNSIGNED_RIGHT_SHIFT,1
NM_CLASS_NOT_EXCEPTION,1
ES_COMPARING_PARAMETER_STRING_WITH_EQ,1
SIC_THREADLOCAL_DEADLY_EMBRACE,1
SING_SINGLETON_IMPLEMENTS_SERIALIZABLE,1
UC_USELESS_CONDITION_TYPE,1
RU_INVOKE_RUN,1
DC_DOUBLECHECK,1
RV_RETURN_VALUE_IGNORED,1
SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,1
WA_NOT_IN_LOOP,1
SA_LOCAL_SELF_COMPARISON,1
ML_SYNC_ON_FIELD_TO_GUARD_CHANGING_THAT_FIELD,1
SF_DEAD_STORE_DUE_TO_SWITCH_FALLTHROUGH,1
FE_FLOATING_POINT_EQUALITY,1
SKIPPED_CLASS_TOO_BIG,1
UC_USELESS_VOID_METHOD,1
UC_USELESS_OBJECT,1
UR_UNINIT_READ_CALLED_FROM_SUPER_CONSTRUCTOR,1
NP_GUARANTEED_DEREF_ON_EXCEPTION_PATH,1
NM_FIELD_NAMING_CONVENTION,1
NP_ALWAYS_NULL_EXCEPTION,1
TLW_TWO_LOCK_WAIT,1
LI_LAZY_INIT_UPDATE_STATIC,1
MS_OOI_PKGPROTECT,1
MS_MUTABLE_COLLECTION_PKGPROTECT,1
SE_NO_SERIALVERSIONID,1
UCF_USELESS_CONTROL_FLOW_NEXT_LINE,1
DLS_DEAD_STORE_OF_CLASS_LITERAL,1
