class,method,count
org.apache.tools.ant.taskdefs.Zip,checkAttributesAndElements,2
org.apache.tools.ant.taskdefs.Zip,cleanUp,2
org.apache.tools.ant.taskdefs.Zip,executeMain,2
org.apache.tools.ant.taskdefs.Zip,setUpdate,2
org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,executeExternalCompile,2
org.apache.tools.ant.taskdefs.condition.IsLastModified$CompareMode,&lt;init&gt;,2
org.apache.tools.ant.taskdefs.email.Message,print,2
org.apache.tools.ant.taskdefs.optional.Cab,execute,2
org.apache.tools.ant.taskdefs.optional.XMLValidateTask$ValidatorErrorHandler,NOVALUE,2
org.apache.tools.ant.taskdefs.optional.ccm.CCMCreateTask,setProcessOutputStream,2
org.apache.tools.ant.taskdefs.optional.depend.Depend,writeCachedDependencies,2
org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool,deleteAllFiles,2
org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool,addGenICGeneratedFiles,2
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,isRebuildRequired,2
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,isRebuildRequired,2
org.apache.tools.ant.taskdefs.optional.image.ImageIOTask,processDir,2
org.apache.tools.ant.taskdefs.optional.javacc.JavaCC,NOVALUE,2
org.apache.tools.ant.taskdefs.optional.junit.BaseTest,NOVALUE,2
org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter,setOutput,2
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,execute,2
org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner,&lt;init&gt;,2
org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs,massagePCLI,2
org.apache.tools.ant.taskdefs.optional.sound.SoundTask$BuildAlert,getSource,2
org.apache.tools.ant.taskdefs.optional.unix.Symlink,setDefaults,2
org.apache.tools.ant.taskdefs.optional.unix.Symlink,loadLinks,2
org.apache.tools.ant.types.ArchiveFileSet,integerSetDirMode,2
org.apache.tools.ant.types.ArchiveFileSet,integerSetFileMode,2
org.apache.tools.ant.types.Mapper,getImplementation,2
org.apache.tools.ant.types.Permissions,NOVALUE,2
org.apache.tools.ant.types.Quantifier,&lt;init&gt;,2
org.apache.tools.ant.types.resources.ArchiveResource,setMode,2
org.apache.tools.ant.types.resources.FileResource,getOutputStream,2
org.apache.tools.ant.types.resources.StringResource,&lt;init&gt;,2
org.apache.tools.ant.types.resources.Union,&lt;init&gt;,2
org.apache.tools.ant.types.resources.comparators.DelegatedResourceComparator,NOVALUE,2
org.apache.tools.ant.types.selectors.DepthSelector,NOVALUE,2
org.apache.tools.ant.types.selectors.modifiedselector.HashvalueAlgorithm,getValue,2
org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector,isSelected,2
org.apache.tools.ant.util.LineOrientedOutputStreamRedirector,processLine,2
org.apache.tools.ant.util.ResourceUtils,textCompare,2
org.apache.tools.ant.util.TeeOutputStream,&lt;init&gt;,2
org.apache.tools.ant.util.java15.ProxyDiagnostics,&lt;init&gt;,2
