class,method,count
org.apache.tools.ant.taskdefs.Rmic,setIncludejavaruntime,1
org.apache.tools.ant.taskdefs.Rmic,setListfiles,1
org.apache.tools.ant.taskdefs.Rmic,setVerify,1
org.apache.tools.ant.taskdefs.Rmic,getCompileList,1
org.apache.tools.ant.taskdefs.Rmic,getFileList,1
org.apache.tools.ant.taskdefs.Rmic,getLoader,1
org.apache.tools.ant.taskdefs.Rmic,add,1
org.apache.tools.ant.taskdefs.Rmic,setClasspath,1
org.apache.tools.ant.taskdefs.Rmic,setExtdirs,1
org.apache.tools.ant.taskdefs.Rmic,moveGeneratedFile,1
org.apache.tools.ant.taskdefs.Rmic$ImplementationSpecificArgument,&lt;init&gt;,1
org.apache.tools.ant.taskdefs.Rmic$ImplementationSpecificArgument,NOVALUE,1
org.apache.tools.ant.taskdefs.SQLExec,setAppend,1
org.apache.tools.ant.taskdefs.SQLExec,setEscapeProcessing,1
org.apache.tools.ant.taskdefs.SQLExec,setExpandProperties,1
org.apache.tools.ant.taskdefs.SQLExec,setForceCsvQuoteChar,1
org.apache.tools.ant.taskdefs.SQLExec,setKeepformat,1
org.apache.tools.ant.taskdefs.SQLExec,setPrint,1
org.apache.tools.ant.taskdefs.SQLExec,setRawBlobs,1
org.apache.tools.ant.taskdefs.SQLExec,setShowWarnings,1
org.apache.tools.ant.taskdefs.SQLExec,setShowheaders,1
org.apache.tools.ant.taskdefs.SQLExec,setShowtrailers,1
org.apache.tools.ant.taskdefs.SQLExec,setStrictDelimiterMatching,1
org.apache.tools.ant.taskdefs.SQLExec,setTreatWarningsAsErrors,1
org.apache.tools.ant.taskdefs.SQLExec,execute,1
org.apache.tools.ant.taskdefs.SQLExec,setOutput,1
org.apache.tools.ant.taskdefs.SQLExec$Transaction,&lt;init&gt;,1
org.apache.tools.ant.taskdefs.SQLExec$Transaction,setSrcResource,1
org.apache.tools.ant.taskdefs.SignJar,getMapper,1
org.apache.tools.ant.taskdefs.SignJar,add,1
org.apache.tools.ant.taskdefs.StreamPumper,setAutoflush,1
org.apache.tools.ant.taskdefs.StreamPumper,getException,1
org.apache.tools.ant.taskdefs.StreamPumper,&lt;init&gt;,1
org.apache.tools.ant.taskdefs.StreamPumper,NOVALUE,1
org.apache.tools.ant.taskdefs.StreamPumper,run,1
org.apache.tools.ant.taskdefs.StreamPumper$PostStopHandle,NOVALUE,1
org.apache.tools.ant.taskdefs.Sync,addPreserveInTarget,1
org.apache.tools.ant.taskdefs.Sync,removeOrphanFiles,1
org.apache.tools.ant.taskdefs.Tar,setCompression,1
org.apache.tools.ant.taskdefs.Tar,setLongfile,1
org.apache.tools.ant.taskdefs.Tar,tarResource,1
org.apache.tools.ant.taskdefs.Tar$TarFileSet,getFiles,1
org.apache.tools.ant.taskdefs.Tar$TarLongFileMode,&lt;init&gt;,1
org.apache.tools.ant.taskdefs.Tar$TarLongFileMode,getValues,1
org.apache.tools.ant.taskdefs.Touch,setMillis,1
org.apache.tools.ant.taskdefs.Touch,setMkdirs,1
org.apache.tools.ant.taskdefs.Touch,setVerbose,1
org.apache.tools.ant.taskdefs.Touch,add,1
org.apache.tools.ant.taskdefs.Truncate,setCreate,1
org.apache.tools.ant.taskdefs.Truncate,setMkdirs,1
org.apache.tools.ant.taskdefs.Truncate,NOVALUE,1
org.apache.tools.ant.taskdefs.Tstamp,execute,1
org.apache.tools.ant.taskdefs.Tstamp$CustomFormat,&lt;init&gt;,1
org.apache.tools.ant.taskdefs.Tstamp$Unit,getValues,1
org.apache.tools.ant.taskdefs.Unpack,setSrcResource,1
org.apache.tools.ant.taskdefs.Untar,setCompression,1
org.apache.tools.ant.taskdefs.UpToDate,createMapper,1
org.apache.tools.ant.taskdefs.UpToDate,createSrcResources,1
org.apache.tools.ant.taskdefs.WaitFor$Unit,getValues,1
org.apache.tools.ant.taskdefs.WhichResource,setClasspath,1
org.apache.tools.ant.taskdefs.XSLTProcess,createFactory,1
org.apache.tools.ant.taskdefs.XSLTProcess,createTrace,1
org.apache.tools.ant.taskdefs.XSLTProcess,getFactory,1
org.apache.tools.ant.taskdefs.XSLTProcess,getTraceConfiguration,1
org.apache.tools.ant.taskdefs.XSLTProcess,getXMLCatalog,1
org.apache.tools.ant.taskdefs.XSLTProcess,addMapper,1
org.apache.tools.ant.taskdefs.XSLTProcess,setXslResource,1
org.apache.tools.ant.taskdefs.XSLTProcess,execute,1
org.apache.tools.ant.taskdefs.XSLTProcess$Factory,getFeatures,1
org.apache.tools.ant.taskdefs.XSLTProcess$Param,setProject,1
org.apache.tools.ant.taskdefs.XSLTProcess$TraceConfiguration,&lt;init&gt;,1
org.apache.tools.ant.taskdefs.XmlProperty,setSrcResource,1
org.apache.tools.ant.taskdefs.Zip,addResource,1
org.apache.tools.ant.taskdefs.Zip,execute,1
org.apache.tools.ant.taskdefs.Zip,processDoUpdate,1
org.apache.tools.ant.taskdefs.Zip,setCompress,1
org.apache.tools.ant.taskdefs.Zip,setFallBackToUTF8,1
org.apache.tools.ant.taskdefs.Zip,setFilesonly,1
org.apache.tools.ant.taskdefs.Zip,setKeepCompression,1
org.apache.tools.ant.taskdefs.Zip,setLevel,1
org.apache.tools.ant.taskdefs.Zip,setPreserve0Permissions,1
org.apache.tools.ant.taskdefs.Zip,setRoundUp,1
org.apache.tools.ant.taskdefs.Zip,setUseLanguageEncodingFlag,1
org.apache.tools.ant.taskdefs.Zip,getCreateUnicodeExtraFields,1
org.apache.tools.ant.taskdefs.Zip,getZip64Mode,1
org.apache.tools.ant.taskdefs.Zip,setCreateUnicodeExtraFields,1
org.apache.tools.ant.taskdefs.Zip,setZip64Mode,1
org.apache.tools.ant.taskdefs.Zip$ArchiveState,getResourcesToAdd,1
org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,getJavac,1
org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,setJavac,1
org.apache.tools.ant.taskdefs.condition.Http,redirectionAllowed,1
org.apache.tools.ant.taskdefs.condition.IsLastModified,add,1
org.apache.tools.ant.taskdefs.condition.IsLastModified,setMode,1
org.apache.tools.ant.taskdefs.condition.IsReference,setRefid,1
org.apache.tools.ant.taskdefs.condition.Matches,addRegexp,1
org.apache.tools.ant.taskdefs.condition.ResourceContains,eval,1
org.apache.tools.ant.taskdefs.condition.ResourceContains,getProject,1
org.apache.tools.ant.taskdefs.condition.ResourceContains,setProject,1
org.apache.tools.ant.taskdefs.condition.ResourceExists,add,1
org.apache.tools.ant.taskdefs.cvslib.CVSEntry,getDate,1
org.apache.tools.ant.taskdefs.cvslib.CVSEntry,getFiles,1
org.apache.tools.ant.taskdefs.cvslib.CVSEntry,&lt;init&gt;,1
org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setEnd,1
org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setStart,1
org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,loadUserlist,1
org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,parseRDiff,1
org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,execute,1
org.apache.tools.ant.taskdefs.cvslib.CvsVersion,execute,1
org.apache.tools.ant.taskdefs.email.EmailTask,addFrom,1
org.apache.tools.ant.taskdefs.email.EmailTask,addMessage,1
org.apache.tools.ant.taskdefs.email.Mailer,setBccList,1
org.apache.tools.ant.taskdefs.email.Mailer,setCcList,1
org.apache.tools.ant.taskdefs.email.Mailer,setFiles,1
org.apache.tools.ant.taskdefs.email.Mailer,setFrom,1
org.apache.tools.ant.taskdefs.email.Mailer,setHeaders,1
org.apache.tools.ant.taskdefs.email.Mailer,setMessage,1
org.apache.tools.ant.taskdefs.email.Mailer,setReplyToList,1
org.apache.tools.ant.taskdefs.email.Mailer,setTask,1
org.apache.tools.ant.taskdefs.email.Mailer,setToList,1
org.apache.tools.ant.taskdefs.email.Message,getReader,1
org.apache.tools.ant.taskdefs.launcher.OS2CommandLauncher,exec,1
org.apache.tools.ant.taskdefs.launcher.PerlScriptCommandLauncher,exec,1
org.apache.tools.ant.taskdefs.launcher.ScriptCommandLauncher,exec,1
org.apache.tools.ant.taskdefs.launcher.VmsCommandLauncher,createCommandFile,1
org.apache.tools.ant.taskdefs.launcher.WinNTCommandLauncher,exec,1
org.apache.tools.ant.taskdefs.optional.Cab,createListFile,1
org.apache.tools.ant.taskdefs.optional.Cab,addFileset,1
org.apache.tools.ant.taskdefs.optional.EchoProperties$FormatAttribute,getValues,1
org.apache.tools.ant.taskdefs.optional.Javah,execute,1
org.apache.tools.ant.taskdefs.optional.Javah,getBootclasspath,1
org.apache.tools.ant.taskdefs.optional.Javah,getClasspath,1
org.apache.tools.ant.taskdefs.optional.Javah,setBootclasspath,1
org.apache.tools.ant.taskdefs.optional.Javah,setClasspath,1
org.apache.tools.ant.taskdefs.optional.Javah$ClassArgument,&lt;init&gt;,1
org.apache.tools.ant.taskdefs.optional.Javah$ClassArgument,NOVALUE,1
org.apache.tools.ant.taskdefs.optional.Native2Ascii,createMapper,1
org.apache.tools.ant.taskdefs.optional.PropertyFile$Entry,executeOn,1
org.apache.tools.ant.taskdefs.optional.PropertyFile$Unit,getValues,1
org.apache.tools.ant.taskdefs.optional.RenameExtensions,&lt;init&gt;,1
org.apache.tools.ant.taskdefs.optional.ReplaceRegExp,createRegexp,1
org.apache.tools.ant.taskdefs.optional.ReplaceRegExp,createSubstitution,1
org.apache.tools.ant.taskdefs.optional.ReplaceRegExp,doReplace,1
org.apache.tools.ant.taskdefs.optional.Rpm,execute,1
org.apache.tools.ant.taskdefs.optional.TraXLiaison,setStylesheet,1
org.apache.tools.ant.taskdefs.optional.XMLValidateTask,setClasspath,1
org.apache.tools.ant.taskdefs.optional.ccm.CCMCreateTask,setProcessErrorStream,1
org.apache.tools.ant.taskdefs.optional.clearcase.CCLock,setObjselect,1
org.apache.tools.ant.taskdefs.optional.clearcase.CCLock,getObjselect,1
org.apache.tools.ant.taskdefs.optional.clearcase.CCUnlock,getObjselect,1
org.apache.tools.ant.taskdefs.optional.clearcase.CCUnlock,setObjselect,1
org.apache.tools.ant.taskdefs.optional.depend.Depend,readCachedDependencies,1
org.apache.tools.ant.taskdefs.optional.depend.Depend,getClasspath,1
org.apache.tools.ant.taskdefs.optional.depend.Depend,setClasspath,1
org.apache.tools.ant.taskdefs.optional.depend.Depend,setDestDir,1
org.apache.tools.ant.taskdefs.optional.depend.Depend,setSrcdir,1
org.apache.tools.ant.taskdefs.optional.depend.Depend,deleteAffectedFiles,1
org.apache.tools.ant.taskdefs.optional.depend.Depend,deleteAllAffectedFiles,1
org.apache.tools.ant.taskdefs.optional.depend.Depend,execute,1
org.apache.tools.ant.taskdefs.optional.depend.Depend,isRmiStub,1
org.apache.tools.ant.taskdefs.optional.ejb.BorlandDeploymentTool,setProcessErrorStream,1
org.apache.tools.ant.taskdefs.optional.ejb.BorlandDeploymentTool,setProcessOutputStream,1
org.apache.tools.ant.taskdefs.optional.ejb.BorlandGenerateClient,setClasspath,1
org.apache.tools.ant.taskdefs.optional.ejb.DescriptorHandler,&lt;init&gt;,1
org.apache.tools.ant.taskdefs.optional.ejb.DescriptorHandler,registerDTD,1
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,setClasspath,1
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,setTask,1
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetDeploymentTool,NOVALUE,1
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc,getEjbFiles,1
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc,&lt;init&gt;,1
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc,NOVALUE,1
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc$EjbcException,&lt;init&gt;,1
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc$EjbcException,NOVALUE,1
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc$RedirectOutput,run,1
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbcTask,setClasspath,1
org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool,addAllFiles,1
org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool,writeJar,1
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,setWLClasspath,1
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,buildWeblogicJar,1
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,writeJar,1
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,setWASClasspath,1
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,writeJar,1
org.apache.tools.ant.taskdefs.optional.extension.DeweyDecimal,NOVALUE,1
org.apache.tools.ant.taskdefs.optional.extension.JarLibAvailableTask,addConfiguredExtension,1
org.apache.tools.ant.taskdefs.optional.i18n.Translate,execute,1
org.apache.tools.ant.taskdefs.optional.i18n.Translate,translate,1
org.apache.tools.ant.taskdefs.optional.image.ImageIOTask,createMapper,1
org.apache.tools.ant.taskdefs.optional.image.ImageIOTask,setFormat,1
org.apache.tools.ant.taskdefs.optional.image.ImageIOTask,processFile,1
org.apache.tools.ant.taskdefs.optional.image.ImageIOTask$ImageFormat,&lt;init&gt;,1
org.apache.tools.ant.taskdefs.optional.image.ImageIOTask$ImageFormat,getValues,1
org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool,getClasspath,1
org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool,setClasspath,1
org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool,setTask,1
org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool,getJava,1
org.apache.tools.ant.taskdefs.optional.jlink.ConstantPool,&lt;init&gt;,1
org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask,setAddfiles,1
org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask,setMergefiles,1
org.apache.tools.ant.taskdefs.optional.jlink.jlink,NOVALUE,1
org.apache.tools.ant.taskdefs.optional.jlink.jlink,addDirContents,1
org.apache.tools.ant.taskdefs.optional.jsp.JspC,getClasspath,1
org.apache.tools.ant.taskdefs.optional.jsp.JspC,getCompileList,1
org.apache.tools.ant.taskdefs.optional.jsp.JspC,getCompilerclasspath,1
org.apache.tools.ant.taskdefs.optional.jsp.JspC,getSrcDir,1
org.apache.tools.ant.taskdefs.optional.jsp.JspC,getWebApp,1
org.apache.tools.ant.taskdefs.optional.jsp.JspC,addWebApp,1
org.apache.tools.ant.taskdefs.optional.jsp.JspC,setClasspath,1
org.apache.tools.ant.taskdefs.optional.jsp.JspC,setCompilerclasspath,1
org.apache.tools.ant.taskdefs.optional.jsp.JspC,setSrcDir,1
org.apache.tools.ant.taskdefs.optional.jsp.JspC,deleteEmptyJavaFiles,1
org.apache.tools.ant.taskdefs.optional.jsp.JspNameMangler,NOVALUE,1
org.apache.tools.ant.taskdefs.optional.jsp.JspNameMangler,mapJspToBaseName,1
org.apache.tools.ant.taskdefs.optional.jsp.WLJspc,createClasspath,1
org.apache.tools.ant.taskdefs.optional.jsp.WLJspc,setClasspath,1
org.apache.tools.ant.taskdefs.optional.jsp.compilers.DefaultJspCompilerAdapter,getJspc,1
org.apache.tools.ant.taskdefs.optional.jsp.compilers.DefaultJspCompilerAdapter,setJspc,1
org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer,createFactory,1
org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer,&lt;init&gt;,1
org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer,setXmlDocument,1
org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer,transform,1
org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer,NOVALUE,1
org.apache.tools.ant.taskdefs.optional.junit.BatchTest,&lt;init&gt;,1
org.apache.tools.ant.taskdefs.optional.junit.FailureRecorder,writeJavaClass,1
org.apache.tools.ant.taskdefs.optional.junit.FormatterElement,setProject,1
org.apache.tools.ant.taskdefs.optional.junit.FormatterElement,setClassname,1
org.apache.tools.ant.taskdefs.optional.junit.JUnit4TestMethodAdapter,&lt;init&gt;,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,init,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,setEnableTestListenerEvents,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,setFiltertrace,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,setFork,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,setHaltonerror,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,setHaltonfailure,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,setIncludeantruntime,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,setLogFailedTests,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,setNewenvironment,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,setOutputToFormatters,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,setPrintsummary,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,setReloading,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,setShowOutput,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,setThreads,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,executeAsForked,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,createPermissions,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,setForkMode,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask$JUnitLogOutputStream,&lt;init&gt;,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirrorImpl,&lt;init&gt;,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTest,getProperties,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner,createEmptyStream,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner,createTeePrint,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner,main,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner,registerNonCrash,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner,registerTestCase,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner,run,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner,setupIOStreams,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner,setPermissions,1
org.apache.tools.ant.taskdefs.optional.junit.PlainJUnitResultFormatter,startTestSuite,1
org.apache.tools.ant.taskdefs.optional.junit.PlainJUnitResultFormatter,write,1
org.apache.tools.ant.taskdefs.optional.junit.PlainJUnitResultFormatter,setOutput,1
org.apache.tools.ant.taskdefs.optional.junit.SummaryJUnitResultFormatter,setWithOutAndErr,1
org.apache.tools.ant.taskdefs.optional.junit.SummaryJUnitResultFormatter,endTestSuite,1
org.apache.tools.ant.taskdefs.optional.junit.SummaryJUnitResultFormatter,startTestSuite,1
org.apache.tools.ant.taskdefs.optional.junit.SummaryJUnitResultFormatter,setOutput,1
org.apache.tools.ant.taskdefs.optional.junit.XMLJUnitResultFormatter,setOutput,1
org.apache.tools.ant.taskdefs.optional.junitlauncher.confined.JUnitLauncherTask,forkTest,1
org.apache.tools.ant.taskdefs.optional.junitlauncher.confined.JUnitLauncherTask$TaskConfiguredPathClassLoader,NOVALUE,1
org.apache.tools.ant.taskdefs.optional.junitlauncher.confined.ListenerDefinition,setType,1
org.apache.tools.ant.taskdefs.optional.junitlauncher.confined.TestDefinition,createFork,1
org.apache.tools.ant.taskdefs.optional.native2ascii.BuiltinNative2Ascii,getReader,1
org.apache.tools.ant.taskdefs.optional.native2ascii.BuiltinNative2Ascii,getWriter,1
org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs,createFolders,1
org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs,getPvcsprojects,1
org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs,execute,1
org.apache.tools.ant.taskdefs.optional.sound.AntSoundPlayer,play,1
org.apache.tools.ant.taskdefs.optional.sound.SoundTask,createFail,1
org.apache.tools.ant.taskdefs.optional.sound.SoundTask,createSuccess,1
org.apache.tools.ant.taskdefs.optional.sound.SoundTask$BuildAlert,&lt;init&gt;,1
org.apache.tools.ant.taskdefs.optional.splash.SplashTask,execute,1
org.apache.tools.ant.taskdefs.optional.testing.Funtest,createCondition,1
org.apache.tools.ant.taskdefs.optional.testing.Funtest,getApplicationException,1
org.apache.tools.ant.taskdefs.optional.testing.Funtest,getTaskException,1
org.apache.tools.ant.taskdefs.optional.testing.Funtest,getTeardownException,1
org.apache.tools.ant.taskdefs.optional.testing.Funtest,getTestException,1
org.apache.tools.ant.taskdefs.optional.testing.Funtest,addApplication,1
org.apache.tools.ant.taskdefs.optional.testing.Funtest,addBlock,1
org.apache.tools.ant.taskdefs.optional.testing.Funtest,addReporting,1
org.apache.tools.ant.taskdefs.optional.testing.Funtest,addSetup,1
org.apache.tools.ant.taskdefs.optional.testing.Funtest,addTeardown,1
org.apache.tools.ant.taskdefs.optional.testing.Funtest,addTests,1
org.apache.tools.ant.taskdefs.optional.unix.Symlink,setFailOnError,1
org.apache.tools.ant.taskdefs.optional.unix.Symlink,setOverwrite,1
org.apache.tools.ant.taskdefs.optional.vss.MSVSS,formatCommandLine,1
org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter,getMapper,1
org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter,getRmic,1
org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter,setRmic,1
org.apache.tools.ant.types.AbstractFileSet,setErrorOnMissingDir,1
org.apache.tools.ant.types.AbstractFileSet,setMaxLevelsOfSymlinks,1
org.apache.tools.ant.types.AbstractFileSet,NOVALUE,1
org.apache.tools.ant.types.AbstractFileSet,getDir,1
org.apache.tools.ant.types.AntFilterReader,getClasspath,1
org.apache.tools.ant.types.AntFilterReader,setClasspath,1
org.apache.tools.ant.types.ArchiveFileSet,setDir,1
org.apache.tools.ant.types.ArchiveFileSet,setErrorOnMissingArchive,1
org.apache.tools.ant.types.ArchiveFileSet,setSrcResource,1
org.apache.tools.ant.types.ArchiveFileSet,toString,1
org.apache.tools.ant.types.ArchiveScanner,setSrc,1
org.apache.tools.ant.types.CharSet,&lt;init&gt;,1
org.apache.tools.ant.types.Commandline,&lt;init&gt;,1
org.apache.tools.ant.types.Commandline$Argument,getParts,1
org.apache.tools.ant.types.CommandlineJava,createBootclasspath,1
org.apache.tools.ant.types.CommandlineJava,createClasspath,1
org.apache.tools.ant.types.CommandlineJava,createModulepath,1
org.apache.tools.ant.types.CommandlineJava,createUpgrademodulepath,1
org.apache.tools.ant.types.CommandlineJava,getAssertions,1
org.apache.tools.ant.types.CommandlineJava,getBootclasspath,1
org.apache.tools.ant.types.CommandlineJava,getClasspath,1
org.apache.tools.ant.types.CommandlineJava,getJavaCommand,1
org.apache.tools.ant.types.CommandlineJava,getModulepath,1
org.apache.tools.ant.types.CommandlineJava,getSystemProperties,1
org.apache.tools.ant.types.CommandlineJava,getUpgrademodulepath,1
org.apache.tools.ant.types.CommandlineJava,setAssertions,1
org.apache.tools.ant.types.Comparison,&lt;init&gt;,1
org.apache.tools.ant.types.Comparison,getValues,1
org.apache.tools.ant.types.DataType,getRefid,1
org.apache.tools.ant.types.DataType,setRefid,1
org.apache.tools.ant.types.Environment,getVariablesVector,1
org.apache.tools.ant.types.FilterChain,getFilterReaders,1
org.apache.tools.ant.types.FilterSet,setRecurse,1
org.apache.tools.ant.types.FilterSet,&lt;init&gt;,1
org.apache.tools.ant.types.FilterSet,getFilterHash,1
org.apache.tools.ant.types.FilterSet,getOnMissingFiltersFile,1
org.apache.tools.ant.types.FilterSet,setOnMissingFiltersFile,1
org.apache.tools.ant.types.FilterSet$FiltersFile,&lt;init&gt;,1
org.apache.tools.ant.types.FilterSet$OnMissing,&lt;init&gt;,1
org.apache.tools.ant.types.FilterSet$OnMissing,getValues,1
org.apache.tools.ant.types.FlexInteger,&lt;init&gt;,1
org.apache.tools.ant.types.LogLevel,&lt;init&gt;,1
org.apache.tools.ant.types.Mapper,setClasspath,1
org.apache.tools.ant.types.Mapper,setType,1
org.apache.tools.ant.types.Path,setCache,1
org.apache.tools.ant.types.Path,&lt;init&gt;,1
org.apache.tools.ant.types.Path,NOVALUE,1
org.apache.tools.ant.types.Path$PathElement,getParts,1
org.apache.tools.ant.types.Path$PathElement,&lt;init&gt;,1
org.apache.tools.ant.types.PatternSet,readPatterns,1
org.apache.tools.ant.types.PatternSet$NameEntry,&lt;init&gt;,1
org.apache.tools.ant.types.PatternSet$PatternFileNameEntry,&lt;init&gt;,1
org.apache.tools.ant.types.Permissions,setSecurityManager,1
org.apache.tools.ant.types.Permissions,createPermission,1
org.apache.tools.ant.types.Permissions$MySM,checkPermission,1
org.apache.tools.ant.types.PropertySet,assertNotReference,1
org.apache.tools.ant.types.PropertySet,setDynamic,1
org.apache.tools.ant.types.PropertySet,setNegate,1
org.apache.tools.ant.types.PropertySet,createMapper,1
org.apache.tools.ant.types.PropertySet,getMapper,1
org.apache.tools.ant.types.Quantifier,getValues,1
org.apache.tools.ant.types.RedirectorElement,addConfiguredErrorMapper,1
org.apache.tools.ant.types.RedirectorElement,addConfiguredInputMapper,1
org.apache.tools.ant.types.RedirectorElement,addConfiguredOutputMapper,1
org.apache.tools.ant.types.Reference,getProject,1
org.apache.tools.ant.types.Reference,setProject,1
org.apache.tools.ant.types.Resource,&lt;clinit&gt;,1
org.apache.tools.ant.types.TimeComparison,&lt;init&gt;,1
org.apache.tools.ant.types.TimeComparison,getValues,1
org.apache.tools.ant.types.XMLCatalog,getCatalogPath,1
org.apache.tools.ant.types.XMLCatalog,setClasspath,1
org.apache.tools.ant.types.XMLCatalog$ExternalResolver,&lt;init&gt;,1
org.apache.tools.ant.types.optional.AbstractScriptComponent,getRunner,1
org.apache.tools.ant.types.optional.depend.ClassfileSet,clone,1
org.apache.tools.ant.types.optional.depend.DependScanner,&lt;init&gt;,1
org.apache.tools.ant.types.optional.depend.DependScanner,setRootClasses,1
org.apache.tools.ant.types.optional.imageio.Arc,setType,1
org.apache.tools.ant.types.optional.imageio.Arc$ArcType,&lt;init&gt;,1
org.apache.tools.ant.types.optional.imageio.Scale,executeDrawOperation,1
org.apache.tools.ant.types.resources.AbstractClasspathResource,setParentFirst,1
org.apache.tools.ant.types.resources.AbstractClasspathResource,getClasspath,1
org.apache.tools.ant.types.resources.AbstractClasspathResource,getLoader,1
org.apache.tools.ant.types.resources.AbstractClasspathResource,setClasspath,1
org.apache.tools.ant.types.resources.AbstractClasspathResource,setLoaderRef,1
org.apache.tools.ant.types.resources.ArchiveResource,&lt;init&gt;,1
org.apache.tools.ant.types.resources.ArchiveResource,&lt;clinit&gt;,1
org.apache.tools.ant.types.resources.Archives,createTars,1
org.apache.tools.ant.types.resources.Archives,createZips,1
org.apache.tools.ant.types.resources.FailFast,&lt;init&gt;,1
org.apache.tools.ant.types.resources.FileResource,&lt;clinit&gt;,1
org.apache.tools.ant.types.resources.FileResourceIterator,&lt;init&gt;,1
org.apache.tools.ant.types.resources.JavaConstantResource,openInputStream,1
org.apache.tools.ant.types.resources.LogOutputResource,getAppendOutputStream,1
org.apache.tools.ant.types.resources.LogOutputResource,getOutputStream,1
org.apache.tools.ant.types.resources.LogOutputResource,equals,1
org.apache.tools.ant.types.resources.MappedResource,&lt;init&gt;,1
org.apache.tools.ant.types.resources.MappedResourceCollection,createMapper,1
org.apache.tools.ant.types.resources.MultiRootFileSet$Worker,&lt;init&gt;,1
org.apache.tools.ant.types.resources.PropertyResource,&lt;clinit&gt;,1
