class,count
org.apache.maven.model.v4.MavenTransformer,141
org.apache.maven.settings.v4.SettingsTransformer,49
org.apache.maven.project.MavenProject,48
org.apache.maven.execution.DefaultMavenExecutionRequest,21
org.apache.maven.execution.MavenSession,21
org.apache.maven.artifact.resolver.ArtifactResolutionRequest,18
org.apache.maven.repository.internal.MavenRepositorySystemSupplier,17
org.apache.maven.model.building.DefaultModelBuildingRequest,16
org.apache.maven.plugin.internal.DefaultMavenPluginManager,13
org.apache.maven.project.DefaultProjectBuildingRequest,13
org.apache.maven.repository.MetadataResolutionRequest,13
org.apache.maven.artifact.DefaultArtifact,12
org.apache.maven.artifact.repository.MavenArtifactRepository,11
org.apache.maven.repository.MetadataResolutionResult,11
org.apache.maven.settings.Settings,11
org.apache.maven.api.model.Model$Builder,10
org.apache.maven.execution.MojoExecutionEvent,10
org.apache.maven.plugin.descriptor.PluginDescriptor,10
org.apache.maven.project.DefaultProjectBuilderConfiguration,10
org.apache.maven.repository.legacy.metadata.ResolutionGroup,10
org.apache.maven.plugin.descriptor.MojoDescriptor,9
org.apache.maven.repository.metadata.MetadataResolutionRequest,9
org.apache.maven.api.settings.Settings,8
org.apache.maven.api.settings.Settings$Builder,8
org.apache.maven.artifact.repository.DefaultArtifactRepository,8
org.apache.maven.artifact.resolver.ArtifactResolutionResult,8
org.apache.maven.artifact.resolver.ResolutionNode,8
org.apache.maven.execution.ProjectExecutionEvent,8
org.apache.maven.lifecycle.internal.DependencyContext,8
org.apache.maven.profiles.DefaultProfileManager,8
org.apache.maven.profiles.Profile,8
org.apache.maven.repository.metadata.MetadataTreeNode,8
org.apache.maven.model.Model,7
org.apache.maven.repository.metadata.MetadataGraph,7
org.apache.maven.api.model.Build$Builder,6
org.apache.maven.api.model.Model,6
org.apache.maven.api.model.ModelBase$Builder,6
org.apache.maven.api.services.ModelBuilderRequest$ModelBuilderRequestBuilder,6
org.apache.maven.artifact.resolver.UnresolvedArtifacts,6
org.apache.maven.lifecycle.internal.ProjectSegment,6
org.apache.maven.model.InputLocation,6
org.apache.maven.profiles.Activation,6
org.apache.maven.profiles.io.xpp3.ProfilesXpp3Reader,6
org.apache.maven.project.artifact.DefaultMavenMetadataCache$CacheRecord,6
org.apache.maven.repository.ArtifactTransferEvent,6
org.apache.maven.repository.metadata.MetadataResolution,6
org.apache.maven.toolchain.v4.MavenToolchainsTransformer,6
org.apache.maven.usability.plugin.io.xpp3.ParamdocXpp3Reader,6
org.apache.maven.api.model.BuildBase$Builder,5
org.apache.maven.api.model.ModelBase,5
org.apache.maven.api.model.Profile$Builder,5
org.apache.maven.artifact.repository.metadata.AbstractRepositoryMetadata,5
org.apache.maven.execution.DefaultMavenExecutionResult,5
org.apache.maven.internal.impl.model.DefaultProfileActivationContext,5
org.apache.maven.model.profile.DefaultProfileActivationContext,5
org.apache.maven.plugin.PluginExecutionException,5
org.apache.maven.profiles.Repository,5
org.apache.maven.repository.metadata.MetadataGraphEdge,5
org.apache.maven.api.settings.Profile$Builder,4
org.apache.maven.artifact.repository.DefaultRepositoryRequest,4
org.apache.maven.artifact.repository.metadata.DefaultRepositoryMetadataManager,4
org.apache.maven.artifact.repository.metadata.WrapperList,4
org.apache.maven.artifact.resolver.MultipleArtifactsNotFoundException,4
org.apache.maven.cli.CliRequest,4
org.apache.maven.lifecycle.Lifecycle,4
org.apache.maven.lifecycle.LifecycleExecutionException,4
org.apache.maven.lifecycle.internal.builder.multithreaded.ThreadOutputMuxer,4
org.apache.maven.model.BuildBase,4
org.apache.maven.model.ModelBase,4
org.apache.maven.model.Plugin,4
org.apache.maven.model.ReportPlugin,4
org.apache.maven.model.WrapperList,4
org.apache.maven.model.building.DefaultModelProcessor,4
org.apache.maven.model.building.ModelProblemCollectorRequest,4
org.apache.maven.plugin.DefaultBuildPluginManager,4
org.apache.maven.plugin.PluginArtifactsCache$CacheRecord,4
org.apache.maven.plugin.PluginManagerException,4
org.apache.maven.profiles.ProfilesRoot,4
org.apache.maven.project.DuplicateArtifactAttachmentException,4
org.apache.maven.project.artifact.AttachedArtifact,4
org.apache.maven.repository.DelegatingLocalArtifactRepository,4
org.apache.maven.repository.VersionNotFoundException,4
org.apache.maven.settings.Profile,4
org.apache.maven.settings.WrapperList,4
org.apache.maven.settings.crypto.DefaultSettingsDecryptionRequest,4
org.apache.maven.toolchain.model.WrapperList,4
org.apache.maven.usability.plugin.Expression,4
org.apache.maven.DefaultMaven,3
org.apache.maven.api.metadata.Versioning$Builder,3
org.apache.maven.api.model.BuildBase,3
org.apache.maven.api.model.Contributor$Builder,3
org.apache.maven.api.model.Developer$Builder,3
org.apache.maven.api.model.FileSet$Builder,3
org.apache.maven.api.model.PatternSet$Builder,3
org.apache.maven.api.model.Resource$Builder,3
org.apache.maven.api.settings.Profile,3
org.apache.maven.cli.event.ExecutionEventLogger,3
org.apache.maven.cli.transfer.SimplexTransferListener,3
org.apache.maven.di.impl.InjectorImpl,3
org.apache.maven.internal.impl.resolver.MavenMetadata,3
org.apache.maven.lifecycle.mapping.DefaultLifecycleMapping,3
org.apache.maven.model.Build,3
org.apache.maven.model.building.DefaultTransformerContext$Holder,3
org.apache.maven.plugin.MojoExecution,3
org.apache.maven.plugin.PluginNotFoundException,3
org.apache.maven.plugin.internal.DefaultPluginManager,3
org.apache.maven.project.ProjectSorter,3
org.apache.maven.project.artifact.ProjectArtifact,3
org.apache.maven.repository.internal.MavenMetadata,3
org.apache.maven.repository.legacy.DefaultWagonManager,3
org.apache.maven.repository.metadata.ClasspathContainer,3
org.apache.maven.repository.metadata.MetadataGraphVertex,3
org.apache.maven.repository.metadata.MetadataResolutionResult,3
org.apache.maven.toolchain.building.DefaultToolchainsBuildingResult,3
org.apache.maven.toolchain.model.PersistedToolchains,3
org.apache.maven.usability.plugin.ExpressionDocumentation,3
org.apache.maven.ReactorReader,2
org.apache.maven.api.metadata.Metadata$Builder,2
org.apache.maven.api.metadata.Versioning,2
org.apache.maven.api.model.CiManagement$Builder,2
org.apache.maven.api.model.Contributor,2
org.apache.maven.api.model.DependencyManagement$Builder,2
org.apache.maven.api.model.MailingList$Builder,2
org.apache.maven.api.model.PatternSet,2
org.apache.maven.api.model.Plugin,2
org.apache.maven.api.model.Plugin$Builder,2
org.apache.maven.api.model.PluginConfiguration$Builder,2
org.apache.maven.api.model.PluginContainer,2
org.apache.maven.api.model.PluginContainer$Builder,2
org.apache.maven.api.model.PluginManagement$Builder,2
org.apache.maven.api.model.ReportPlugin,2
org.apache.maven.api.model.Reporting$Builder,2
org.apache.maven.api.plugin.descriptor.lifecycle.Execution$Builder,2
org.apache.maven.api.plugin.descriptor.lifecycle.Lifecycle$Builder,2
org.apache.maven.api.plugin.descriptor.lifecycle.LifecycleConfiguration$Builder,2
org.apache.maven.api.plugin.descriptor.lifecycle.Phase$Builder,2
org.apache.maven.api.services.ArtifactDeployerRequest$ArtifactDeployerRequestBuilder,2
org.apache.maven.api.services.ArtifactResolverRequest$ArtifactResolverRequestBuilder,2
org.apache.maven.api.services.xml.XmlWriterRequest$XmlWriterRequestBuilder,2
org.apache.maven.api.settings.TrackableBase$Builder,2
org.apache.maven.api.toolchain.PersistedToolchains$Builder,2
org.apache.maven.api.toolchain.ToolchainModel$Builder,2
org.apache.maven.api.toolchain.TrackableBase$Builder,2
org.apache.maven.artifact.repository.metadata.Metadata,2
org.apache.maven.artifact.repository.metadata.SnapshotArtifactRepositoryMetadata,2
org.apache.maven.artifact.repository.metadata.Versioning,2
org.apache.maven.artifact.resolver.AbstractArtifactResolutionException,2
org.apache.maven.artifact.resolver.CyclicDependencyException,2
org.apache.maven.bridge.MavenRepositorySystem,2
org.apache.maven.classrealm.DefaultClassRealmManager,2
org.apache.maven.cli.MavenCli,2
org.apache.maven.cli.internal.extension.model.CoreExtensions$Builder,2
org.apache.maven.di.impl.Types$WildcardTypeImpl,2
org.apache.maven.exception.ExceptionSummary,2
org.apache.maven.execution.BuildFailure,2
org.apache.maven.execution.BuildResumptionData,2
org.apache.maven.internal.impl.DefaultMojoExecution,2
org.apache.maven.internal.impl.DefaultProject,2
org.apache.maven.internal.impl.DefaultSession,2
org.apache.maven.internal.impl.PathModularization,2
org.apache.maven.internal.impl.model.DefaultModelBuilder$1ProfileInterpolator,2
org.apache.maven.internal.impl.model.DefaultModelProblem,2
org.apache.maven.internal.impl.model.DefaultModelProcessor,2
org.apache.maven.internal.impl.resolver.DefaultModelRepositoryHolder,2
org.apache.maven.internal.transformation.impl.DefaultConsumerPomArtifactTransformer,2
org.apache.maven.internal.xml.XmlNodeImpl,2
org.apache.maven.jline.MessageUtils,2
org.apache.maven.lifecycle.DefaultLifecycles,2
org.apache.maven.lifecycle.internal.DefaultLifecycleExecutionPlanCalculator,2
org.apache.maven.lifecycle.internal.ExecutionPlanItem,2
org.apache.maven.lifecycle.internal.LifecycleDependencyResolver,2
org.apache.maven.lifecycle.internal.ProjectIndex,2
org.apache.maven.lifecycle.internal.ReactorContext,2
org.apache.maven.lifecycle.mapping.Lifecycle,2
org.apache.maven.lifecycle.mapping.LifecycleMojo,2
org.apache.maven.lifecycle.mapping.LifecyclePhase,2
org.apache.maven.model.CiManagement,2
org.apache.maven.model.Dependency,2
org.apache.maven.model.DependencyManagement,2
org.apache.maven.model.DeploymentRepository,2
org.apache.maven.model.Developer,2
org.apache.maven.model.FileSet,2
org.apache.maven.model.PluginConfiguration,2
org.apache.maven.model.PluginContainer,2
org.apache.maven.model.PluginExecution,2
org.apache.maven.model.PluginManagement,2
org.apache.maven.model.Profile,2
org.apache.maven.model.ReportSet,2
org.apache.maven.model.Reporting,2
org.apache.maven.model.Repository,2
org.apache.maven.model.Resource,2
org.apache.maven.model.building.DefaultModelBuilder$1ProfileInterpolator,2
org.apache.maven.model.building.DefaultModelProblem,2
org.apache.maven.model.building.FileModelSource,2
org.apache.maven.model.v4.MavenModelVersion,2
org.apache.maven.model.v4.MavenStaxReader,2
org.apache.maven.plugin.AbstractMojo,2
org.apache.maven.plugin.CycleDetectedInPluginGraphException,2
org.apache.maven.plugin.ExtensionRealmCache$CacheRecord,2
org.apache.maven.plugin.PluginParameterException,2
org.apache.maven.plugin.PluginParameterExpressionEvaluator,2
org.apache.maven.plugin.PluginRealmCache$CacheRecord,2
org.apache.maven.plugin.PluginResolutionException,2
org.apache.maven.plugin.prefix.DefaultPluginPrefixRequest,2
org.apache.maven.plugin.version.DefaultPluginVersionRequest,2
org.apache.maven.plugin.version.internal.DefaultPluginVersionResolver,2
org.apache.maven.profiles.RepositoryBase,2
org.apache.maven.project.CycleDetectedException,2
org.apache.maven.project.DefaultDependencyResolutionRequest,2
org.apache.maven.project.DefaultProjectBuilder$BuildSession,2
org.apache.maven.project.DefaultProjectBuildingHelper,2
org.apache.maven.project.ExtensionDescriptor,2
org.apache.maven.project.InvalidProjectModelException,2
org.apache.maven.project.ProjectBuildingException,2
org.apache.maven.project.ProjectModelResolver,2
org.apache.maven.project.artifact.ActiveProjectArtifact,2
org.apache.maven.project.artifact.InvalidDependencyVersionException,2
org.apache.maven.project.artifact.MavenMetadataSource,2
org.apache.maven.project.artifact.PluginArtifact,2
org.apache.maven.project.artifact.ProjectArtifactsCache$CacheRecord,2
org.apache.maven.project.interpolation.PathTranslatingPostProcessor,2
org.apache.maven.repository.UserLocalArtifactRepository,2
org.apache.maven.repository.legacy.metadata.ArtifactMetadataRetrievalException,2
org.apache.maven.repository.legacy.metadata.DefaultMetadataResolutionRequest,2
org.apache.maven.repository.metadata.ArtifactMetadata,2
org.apache.maven.repository.metadata.MetadataRetrievalException,2
org.apache.maven.settings.IdentifiableBase,2
org.apache.maven.settings.Mirror,2
org.apache.maven.settings.Proxy,2
org.apache.maven.settings.Repository,2
org.apache.maven.settings.RepositoryBase,2
org.apache.maven.settings.Server,2
org.apache.maven.settings.building.DefaultSettingsBuildingRequest,2
org.apache.maven.settings.building.DefaultSettingsProblem,2
org.apache.maven.settings.building.SettingsBuildingException,2
org.apache.maven.settings.merge.MavenSettingsMerger,2
org.apache.maven.toolchain.building.ToolchainsBuildingException,2
org.apache.maven.toolchain.model.ToolchainModel,2
org.apache.maven.usability.plugin.ExpressionDocumenter,2
org.slf4j.simple.SimpleLoggerConfiguration,2
org.apache.maven.DefaultArtifactFilterManager,1
org.apache.maven.DuplicateProjectException,1
org.apache.maven.api.ExtensibleEnums$DefaultPathScope,1
org.apache.maven.api.metadata.Metadata,1
org.apache.maven.api.metadata.Plugin$Builder,1
org.apache.maven.api.metadata.SnapshotVersion$Builder,1
org.apache.maven.api.model.ActivationFile$Builder,1
org.apache.maven.api.model.ActivationOS$Builder,1
org.apache.maven.api.model.ActivationProperty$Builder,1
org.apache.maven.api.model.Build,1
org.apache.maven.api.model.CiManagement,1
org.apache.maven.api.model.ConfigurationContainer$Builder,1
org.apache.maven.api.model.Dependency,1
org.apache.maven.api.model.Dependency$Builder,1
