class,method,count
org.apache.maven.model.Profile,getBuild,1
org.apache.maven.model.Profile,setActivation,1
org.apache.maven.model.Profile,setBuild,1
org.apache.maven.model.ReportPlugin,getReportSets,1
org.apache.maven.model.ReportPlugin,getReportSetsAsMap,1
org.apache.maven.model.ReportPlugin,setReportSets,1
org.apache.maven.model.ReportSet,getReports,1
org.apache.maven.model.ReportSet,setReports,1
org.apache.maven.model.Reporting,getPlugins,1
org.apache.maven.model.Reporting,getReportPluginsAsMap,1
org.apache.maven.model.Reporting,setPlugins,1
org.apache.maven.model.Repository,getReleases,1
org.apache.maven.model.Repository,getSnapshots,1
org.apache.maven.model.Repository,setReleases,1
org.apache.maven.model.Repository,setSnapshots,1
org.apache.maven.model.Repository,equals,1
org.apache.maven.model.Resource,initMergeId,1
org.apache.maven.model.building.AbstractModelSourceTransformer,getTransformerFactory,1
org.apache.maven.model.building.AbstractModelSourceTransformer$ThreadAwareInputStream,NOVALUE,1
org.apache.maven.model.building.ArtifactModelSource,equals,1
org.apache.maven.model.building.DefaultModelBuilder,loadDependencyManagement,1
org.apache.maven.model.building.DefaultModelBuilder,checkPluginVersions,1
org.apache.maven.model.building.DefaultModelBuildingRequest,setLocationTracking,1
org.apache.maven.model.building.DefaultModelBuildingRequest,setProcessPlugins,1
org.apache.maven.model.building.DefaultModelBuildingRequest,setTwoPhaseBuilding,1
org.apache.maven.model.building.DefaultModelBuildingRequest,setValidationLevel,1
org.apache.maven.model.building.DefaultModelBuildingRequest,getActiveProfileIds,1
org.apache.maven.model.building.DefaultModelBuildingRequest,getBuildStartTime,1
org.apache.maven.model.building.DefaultModelBuildingRequest,getFileModel,1
org.apache.maven.model.building.DefaultModelBuildingRequest,getInactiveProfileIds,1
org.apache.maven.model.building.DefaultModelBuildingRequest,getModelCache,1
org.apache.maven.model.building.DefaultModelBuildingRequest,getModelResolver,1
org.apache.maven.model.building.DefaultModelBuildingRequest,getProfiles,1
org.apache.maven.model.building.DefaultModelBuildingRequest,getSystemProperties,1
org.apache.maven.model.building.DefaultModelBuildingRequest,getUserProperties,1
org.apache.maven.model.building.DefaultModelBuildingRequest,setBuildStartTime,1
org.apache.maven.model.building.DefaultModelBuildingRequest,setFileModel,1
org.apache.maven.model.building.DefaultModelBuildingRequest,setModelCache,1
org.apache.maven.model.building.DefaultModelBuildingRequest,setModelResolver,1
org.apache.maven.model.building.DefaultModelProblem,getException,1
org.apache.maven.model.building.DefaultModelProblem,&lt;init&gt;,1
org.apache.maven.model.building.DefaultTransformerContext$Holder,computeIfAbsent,1
org.apache.maven.model.building.FileModelSource,equals,1
org.apache.maven.model.building.FilterModelBuildingRequest,setRawModel,1
org.apache.maven.model.building.ModelBuildingException,NOVALUE,1
org.apache.maven.model.building.ModelProblemCollectorRequest,getException,1
org.apache.maven.model.building.ModelProblemCollectorRequest,getLocation,1
org.apache.maven.model.building.ModelProblemCollectorRequest,setException,1
org.apache.maven.model.building.ModelProblemCollectorRequest,setLocation,1
org.apache.maven.model.interpolation.StringSearchModelInterpolator$InterpolateObjectAction$CacheItem,&lt;init&gt;,1
org.apache.maven.model.io.DefaultModelWriter,write,1
org.apache.maven.model.io.xpp3.MavenXpp3Reader,getDoubleValue,1
org.apache.maven.model.io.xpp3.MavenXpp3Reader,getFloatValue,1
org.apache.maven.model.io.xpp3.MavenXpp3Reader,getIntegerValue,1
org.apache.maven.model.io.xpp3.MavenXpp3Reader,getLongValue,1
org.apache.maven.model.io.xpp3.MavenXpp3Reader,getBooleanValue,1
org.apache.maven.model.io.xpp3.MavenXpp3Reader,getDateValue,1
org.apache.maven.model.io.xpp3.MavenXpp3ReaderEx,getDoubleValue,1
org.apache.maven.model.io.xpp3.MavenXpp3ReaderEx,getFloatValue,1
org.apache.maven.model.io.xpp3.MavenXpp3ReaderEx,getIntegerValue,1
org.apache.maven.model.io.xpp3.MavenXpp3ReaderEx,getLongValue,1
org.apache.maven.model.io.xpp3.MavenXpp3ReaderEx,getBooleanValue,1
org.apache.maven.model.io.xpp3.MavenXpp3ReaderEx,getDateValue,1
org.apache.maven.model.resolution.InvalidRepositoryException,getRepository,1
org.apache.maven.plugin.AbstractMojo,getPluginContext,1
org.apache.maven.plugin.AbstractMojo,setPluginContext,1
org.apache.maven.plugin.CycleDetectedInPluginGraphException,getPlugin,1
org.apache.maven.plugin.CycleDetectedInPluginGraphException,&lt;init&gt;,1
org.apache.maven.plugin.ExtensionRealmCache$CacheRecord,getArtifacts,1
org.apache.maven.plugin.ExtensionRealmCache$CacheRecord,getDescriptor,1
org.apache.maven.plugin.MojoExecution,getForkedExecutions,1
org.apache.maven.plugin.MojoExecution,getPlugin,1
org.apache.maven.plugin.MojoExecution,&lt;init&gt;,1
org.apache.maven.plugin.PluginArtifactsCache$CacheRecord,getArtifacts,1
org.apache.maven.plugin.PluginArtifactsCache$CacheRecord,getException,1
org.apache.maven.plugin.PluginExecutionException,getMojoExecution,1
org.apache.maven.plugin.PluginManagerException,getProject,1
org.apache.maven.plugin.PluginNotFoundException,getPlugin,1
org.apache.maven.plugin.PluginParameterException,getParameters,1
org.apache.maven.plugin.PluginParameterException,&lt;init&gt;,1
org.apache.maven.plugin.PluginRealmCache$CacheRecord,getArtifacts,1
org.apache.maven.plugin.PluginRealmCache$CacheRecord,&lt;init&gt;,1
org.apache.maven.plugin.PluginResolutionException,getPlugin,1
org.apache.maven.plugin.PluginResolutionException,&lt;init&gt;,1
org.apache.maven.plugin.descriptor.MojoDescriptor,getParameterMap,1
org.apache.maven.plugin.descriptor.MojoDescriptor,getParameters,1
org.apache.maven.plugin.descriptor.PluginDescriptor,getArtifactMap,1
org.apache.maven.plugin.descriptor.PluginDescriptor,getArtifacts,1
org.apache.maven.plugin.descriptor.PluginDescriptor,getPlugin,1
org.apache.maven.plugin.descriptor.PluginDescriptor,getPluginArtifact,1
org.apache.maven.plugin.descriptor.PluginDescriptor,setArtifacts,1
org.apache.maven.plugin.descriptor.PluginDescriptor,setIntroducedDependencyArtifacts,1
org.apache.maven.plugin.descriptor.PluginDescriptor,setPlugin,1
org.apache.maven.plugin.descriptor.PluginDescriptor,setPluginArtifact,1
org.apache.maven.plugin.internal.DefaultMavenPluginManager,setupExtensionsRealm,1
org.apache.maven.plugin.internal.DefaultPluginManager,getPluginDescriptorForPrefix,1
org.apache.maven.plugin.lifecycle.Execution,getGoals,1
org.apache.maven.plugin.lifecycle.Execution,setGoals,1
org.apache.maven.plugin.lifecycle.Lifecycle,getPhases,1
org.apache.maven.plugin.lifecycle.Lifecycle,setPhases,1
org.apache.maven.plugin.lifecycle.LifecycleConfiguration,getLifecycles,1
org.apache.maven.plugin.lifecycle.LifecycleConfiguration,setLifecycles,1
org.apache.maven.plugin.lifecycle.Phase,getExecutions,1
org.apache.maven.plugin.lifecycle.Phase,setExecutions,1
org.apache.maven.plugin.lifecycle.io.xpp3.LifecycleMappingsXpp3Reader,getDoubleValue,1
org.apache.maven.plugin.lifecycle.io.xpp3.LifecycleMappingsXpp3Reader,getFloatValue,1
org.apache.maven.plugin.lifecycle.io.xpp3.LifecycleMappingsXpp3Reader,getIntegerValue,1
org.apache.maven.plugin.lifecycle.io.xpp3.LifecycleMappingsXpp3Reader,getLongValue,1
org.apache.maven.plugin.lifecycle.io.xpp3.LifecycleMappingsXpp3Reader,getBooleanValue,1
org.apache.maven.plugin.lifecycle.io.xpp3.LifecycleMappingsXpp3Reader,getDateValue,1
org.apache.maven.plugin.prefix.DefaultPluginPrefixRequest,getPom,1
org.apache.maven.plugin.prefix.DefaultPluginPrefixRequest,setPom,1
org.apache.maven.plugin.prefix.NoPluginFoundForPrefixException,format,1
org.apache.maven.plugin.version.DefaultPluginVersionRequest,getPom,1
org.apache.maven.plugin.version.DefaultPluginVersionRequest,setPom,1
org.apache.maven.profiles.Activation,getFile,1
org.apache.maven.profiles.Activation,getOs,1
org.apache.maven.profiles.Activation,getProperty,1
org.apache.maven.profiles.Activation,setFile,1
org.apache.maven.profiles.Activation,setOs,1
org.apache.maven.profiles.Activation,setProperty,1
org.apache.maven.profiles.DefaultProfileManager,getExplicitlyActivatedIds,1
org.apache.maven.profiles.DefaultProfileManager,getExplicitlyDeactivatedIds,1
org.apache.maven.profiles.DefaultProfileManager,getIdsActivatedByDefault,1
org.apache.maven.profiles.DefaultProfileManager,getProfilesById,1
org.apache.maven.profiles.DefaultProfileManager,getRequestProperties,1
org.apache.maven.profiles.Profile,getActivation,1
org.apache.maven.profiles.Profile,getPluginRepositories,1
org.apache.maven.profiles.Profile,getProperties,1
org.apache.maven.profiles.Profile,getRepositories,1
org.apache.maven.profiles.Profile,setActivation,1
org.apache.maven.profiles.Profile,setPluginRepositories,1
org.apache.maven.profiles.Profile,setProperties,1
org.apache.maven.profiles.Profile,setRepositories,1
org.apache.maven.profiles.ProfilesRoot,getActiveProfiles,1
org.apache.maven.profiles.ProfilesRoot,getProfiles,1
org.apache.maven.profiles.ProfilesRoot,setActiveProfiles,1
org.apache.maven.profiles.ProfilesRoot,setProfiles,1
org.apache.maven.profiles.Repository,getReleases,1
org.apache.maven.profiles.Repository,getSnapshots,1
org.apache.maven.profiles.Repository,setReleases,1
org.apache.maven.profiles.Repository,setSnapshots,1
org.apache.maven.profiles.Repository,equals,1
org.apache.maven.profiles.io.xpp3.ProfilesXpp3Reader,getDoubleValue,1
org.apache.maven.profiles.io.xpp3.ProfilesXpp3Reader,getFloatValue,1
org.apache.maven.profiles.io.xpp3.ProfilesXpp3Reader,getIntegerValue,1
org.apache.maven.profiles.io.xpp3.ProfilesXpp3Reader,getLongValue,1
org.apache.maven.profiles.io.xpp3.ProfilesXpp3Reader,getBooleanValue,1
org.apache.maven.profiles.io.xpp3.ProfilesXpp3Reader,getDateValue,1
org.apache.maven.project.DefaultDependencyResolutionRequest,getMavenProject,1
org.apache.maven.project.DefaultDependencyResolutionRequest,setMavenProject,1
org.apache.maven.project.DefaultMavenProjectHelper,&lt;init&gt;,1
org.apache.maven.project.DefaultModelBuildingListener,getProject,1
org.apache.maven.project.DefaultProjectBuilder,initProject,1
org.apache.maven.project.DefaultProjectBuilderConfiguration,getBuildStartTime,1
org.apache.maven.project.DefaultProjectBuilderConfiguration,getExecutionProperties,1
org.apache.maven.project.DefaultProjectBuilderConfiguration,getGlobalProfileManager,1
org.apache.maven.project.DefaultProjectBuilderConfiguration,getLocalRepository,1
org.apache.maven.project.DefaultProjectBuilderConfiguration,getUserProperties,1
org.apache.maven.project.DefaultProjectBuilderConfiguration,setBuildStartTime,1
org.apache.maven.project.DefaultProjectBuilderConfiguration,setExecutionProperties,1
org.apache.maven.project.DefaultProjectBuilderConfiguration,setGlobalProfileManager,1
org.apache.maven.project.DefaultProjectBuilderConfiguration,setLocalRepository,1
org.apache.maven.project.DefaultProjectBuilderConfiguration,setUserProperties,1
org.apache.maven.project.DefaultProjectBuildingRequest,getActiveProfileIds,1
org.apache.maven.project.DefaultProjectBuildingRequest,getBuildStartTime,1
org.apache.maven.project.DefaultProjectBuildingRequest,getInactiveProfileIds,1
org.apache.maven.project.DefaultProjectBuildingRequest,getLocalRepository,1
org.apache.maven.project.DefaultProjectBuildingRequest,getPluginArtifactRepositories,1
org.apache.maven.project.DefaultProjectBuildingRequest,getProfiles,1
org.apache.maven.project.DefaultProjectBuildingRequest,getProject,1
org.apache.maven.project.DefaultProjectBuildingRequest,getRemoteRepositories,1
org.apache.maven.project.DefaultProjectBuildingRequest,getSystemProperties,1
org.apache.maven.project.DefaultProjectBuildingRequest,getUserProperties,1
org.apache.maven.project.DefaultProjectBuildingRequest,setBuildStartTime,1
org.apache.maven.project.DefaultProjectBuildingRequest,setLocalRepository,1
org.apache.maven.project.DefaultProjectBuildingRequest,setProject,1
org.apache.maven.project.DuplicateArtifactAttachmentException,getArtifact,1
org.apache.maven.project.DuplicateArtifactAttachmentException,getProject,1
org.apache.maven.project.ExtensionDescriptor,getExportedArtifacts,1
org.apache.maven.project.ExtensionDescriptor,getExportedPackages,1
org.apache.maven.project.InvalidProjectModelException,getValidationResult,1
org.apache.maven.project.InvalidProjectModelException,&lt;init&gt;,1
org.apache.maven.project.MavenProject,setExecutionRoot,1
org.apache.maven.project.MavenProject,getActiveProfiles,1
org.apache.maven.project.MavenProject,getArtifact,1
org.apache.maven.project.MavenProject,getArtifactMap,1
org.apache.maven.project.MavenProject,getArtifacts,1
org.apache.maven.project.MavenProject,getCollectedProjects,1
org.apache.maven.project.MavenProject,getCompileSourceRoots,1
org.apache.maven.project.MavenProject,getDependencyArtifacts,1
org.apache.maven.project.MavenProject,getExtensionArtifactMap,1
org.apache.maven.project.MavenProject,getExtensionArtifacts,1
org.apache.maven.project.MavenProject,getInjectedProfileIds,1
org.apache.maven.project.MavenProject,getManagedVersionMap,1
org.apache.maven.project.MavenProject,getModel,1
org.apache.maven.project.MavenProject,getOriginalModel,1
org.apache.maven.project.MavenProject,getParent,1
org.apache.maven.project.MavenProject,getParentArtifact,1
org.apache.maven.project.MavenProject,getPluginArtifactMap,1
org.apache.maven.project.MavenProject,getPluginArtifactRepositories,1
org.apache.maven.project.MavenProject,getPluginArtifacts,1
org.apache.maven.project.MavenProject,getProjectBuildingRequest,1
org.apache.maven.project.MavenProject,getProjectReferences,1
org.apache.maven.project.MavenProject,getRemoteArtifactRepositories,1
org.apache.maven.project.MavenProject,getRemotePluginRepositories,1
org.apache.maven.project.MavenProject,getRemoteProjectRepositories,1
org.apache.maven.project.MavenProject,getReportArtifactMap,1
org.apache.maven.project.MavenProject,getReportArtifacts,1
org.apache.maven.project.MavenProject,getScriptSourceRoots,1
org.apache.maven.project.MavenProject,getTestCompileSourceRoots,1
org.apache.maven.project.MavenProject,setActiveProfiles,1
org.apache.maven.project.MavenProject,setArtifact,1
org.apache.maven.project.MavenProject,setArtifacts,1
org.apache.maven.project.MavenProject,setCollectedProjects,1
org.apache.maven.project.MavenProject,setDependencyArtifacts,1
org.apache.maven.project.MavenProject,setExecutionProject,1
org.apache.maven.project.MavenProject,setExtensionArtifacts,1
org.apache.maven.project.MavenProject,setManagedVersionMap,1
org.apache.maven.project.MavenProject,setModel,1
org.apache.maven.project.MavenProject,setOriginalModel,1
org.apache.maven.project.MavenProject,setParent,1
org.apache.maven.project.MavenProject,setParentArtifact,1
org.apache.maven.project.MavenProject,setPluginArtifactRepositories,1
org.apache.maven.project.MavenProject,setPluginArtifacts,1
org.apache.maven.project.MavenProject,setProjectBuildingRequest,1
org.apache.maven.project.MavenProject,setReleaseArtifactRepository,1
org.apache.maven.project.MavenProject,setRemoteArtifactRepositories,1
org.apache.maven.project.MavenProject,setReportArtifacts,1
org.apache.maven.project.MavenProject,setSnapshotArtifactRepository,1
org.apache.maven.project.MavenProject,getDefaultGoal,1
org.apache.maven.project.ProjectBuildingException,getResults,1
org.apache.maven.project.ProjectBuildingException,&lt;init&gt;,1
org.apache.maven.project.ProjectModelResolver,NOVALUE,1
org.apache.maven.project.ProjectSorter,&lt;init&gt;,1
org.apache.maven.project.ProjectSorter,getProjectMap,1
org.apache.maven.project.ProjectSorter,getTopLevelProject,1
org.apache.maven.project.artifact.AttachedArtifact,equals,1
org.apache.maven.project.artifact.DefaultMavenMetadataCache$CacheRecord,getArtifact,1
org.apache.maven.project.artifact.DefaultMavenMetadataCache$CacheRecord,getArtifacts,1
org.apache.maven.project.artifact.DefaultMavenMetadataCache$CacheRecord,getManagedVersions,1
org.apache.maven.project.artifact.DefaultMavenMetadataCache$CacheRecord,getRelocatedArtifact,1
org.apache.maven.project.artifact.DefaultMavenMetadataCache$CacheRecord,getRemoteRepositories,1
org.apache.maven.project.artifact.DefaultMavenMetadataCache$CacheRecord,NOVALUE,1
org.apache.maven.project.artifact.InvalidDependencyVersionException,getDependency,1
org.apache.maven.project.artifact.InvalidDependencyVersionException,&lt;init&gt;,1
org.apache.maven.project.artifact.PluginArtifact,&lt;init&gt;,1
org.apache.maven.project.artifact.PluginArtifact,equals,1
org.apache.maven.project.artifact.ProjectArtifact,getProject,1
org.apache.maven.project.artifact.ProjectArtifact,&lt;init&gt;,1
org.apache.maven.project.artifact.ProjectArtifact,equals,1
org.apache.maven.project.artifact.ProjectArtifactsCache$CacheRecord,getArtifacts,1
org.apache.maven.project.artifact.ProjectArtifactsCache$CacheRecord,getException,1
org.apache.maven.project.interpolation.BuildTimestampValueSource,&lt;init&gt;,1
org.apache.maven.project.interpolation.StringSearchModelInterpolator$InterpolateObjectAction,traverseObjectWithParents,1
org.apache.maven.repository.ArtifactTransferEvent,getDataBuffer,1
org.apache.maven.repository.ArtifactTransferEvent,getException,1
org.apache.maven.repository.ArtifactTransferEvent,setDataBuffer,1
org.apache.maven.repository.DelegatingLocalArtifactRepository,getIdeWorspace,1
org.apache.maven.repository.DelegatingLocalArtifactRepository,&lt;init&gt;,1
org.apache.maven.repository.DelegatingLocalArtifactRepository,setBuildReactor,1
org.apache.maven.repository.DelegatingLocalArtifactRepository,setIdeWorkspace,1
org.apache.maven.repository.MetadataGraph,getNodes,1
org.apache.maven.repository.MetadataGraphNode,&lt;init&gt;,1
org.apache.maven.repository.MetadataResolutionRequest,getArtifactDependencies,1
org.apache.maven.repository.MetadataResolutionRequest,getArtifactMetadata,1
org.apache.maven.repository.MetadataResolutionRequest,getLocalRepository,1
org.apache.maven.repository.MetadataResolutionRequest,getManagedVersionMap,1
org.apache.maven.repository.MetadataResolutionRequest,getRemoteRepostories,1
org.apache.maven.repository.MetadataResolutionRequest,setArtifactDependencies,1
org.apache.maven.repository.MetadataResolutionRequest,setArtifactMetadata,1
org.apache.maven.repository.MetadataResolutionRequest,setLocalRepository,1
org.apache.maven.repository.MetadataResolutionRequest,setManagedVersionMap,1
org.apache.maven.repository.MetadataResolutionRequest,setRemoteRepostories,1
org.apache.maven.repository.MetadataResolutionResult,getArtifacts,1
org.apache.maven.repository.MetadataResolutionResult,getOriginatingArtifact,1
org.apache.maven.repository.MetadataResolutionResult,getRequestedArtifacts,1
org.apache.maven.repository.MetadataResolutionResult,getResolvedTree,1
org.apache.maven.repository.MetadataResolutionResult,listOriginatingArtifact,1
org.apache.maven.repository.MetadataResolutionResult,setRepositories,1
org.apache.maven.repository.MetadataResolutionResult,setResolvedTree,1
org.apache.maven.repository.MetadataResolutionResult,setUnresolvedArtifacts,1
org.apache.maven.repository.UserLocalArtifactRepository,&lt;init&gt;,1
org.apache.maven.repository.UserLocalArtifactRepository,equals,1
org.apache.maven.repository.VersionNotFoundException,getCauseException,1
org.apache.maven.repository.VersionNotFoundException,getDependency,1
org.apache.maven.repository.internal.MavenMetadata,write,1
org.apache.maven.repository.legacy.DefaultUpdateCheckManager,touch,1
org.apache.maven.repository.legacy.DefaultWagonManager,getRemoteFile,1
org.apache.maven.repository.legacy.DefaultWagonManager,verifyChecksum,1
org.apache.maven.repository.legacy.DefaultWagonManager,putRemoteFile,1
org.apache.maven.repository.legacy.metadata.ArtifactMetadataRetrievalException,getArtifact,1
org.apache.maven.repository.legacy.metadata.ArtifactMetadataRetrievalException,&lt;init&gt;,1
org.apache.maven.repository.legacy.metadata.DefaultMetadataResolutionRequest,getArtifact,1
org.apache.maven.repository.legacy.metadata.DefaultMetadataResolutionRequest,setArtifact,1
org.apache.maven.repository.legacy.metadata.ResolutionGroup,getArtifacts,1
org.apache.maven.repository.legacy.metadata.ResolutionGroup,getManagedVersions,1
org.apache.maven.repository.legacy.metadata.ResolutionGroup,getPomArtifact,1
org.apache.maven.repository.legacy.metadata.ResolutionGroup,getRelocatedArtifact,1
org.apache.maven.repository.legacy.metadata.ResolutionGroup,getResolutionRepositories,1
org.apache.maven.repository.legacy.resolver.transform.DefaultArtifactTransformationManager,getArtifactTransformations,1
org.apache.maven.repository.metadata.ArtifactMetadata,getDependencies,1
org.apache.maven.repository.metadata.ArtifactMetadata,setDependencies,1
org.apache.maven.repository.metadata.ClasspathContainer,getClasspath,1
org.apache.maven.repository.metadata.ClasspathContainer,&lt;init&gt;,1
org.apache.maven.repository.metadata.ClasspathContainer,setClasspath,1
org.apache.maven.repository.metadata.DefaultClasspathTransformation$ClasspathGraphVisitor,NOVALUE,1
org.apache.maven.repository.metadata.MetadataGraph,getEntry,1
org.apache.maven.repository.metadata.MetadataGraph,getVertices,1
org.apache.maven.repository.metadata.MetadataGraph,setEntry,1
org.apache.maven.repository.metadata.MetadataGraphEdge,getSource,1
org.apache.maven.repository.metadata.MetadataGraphEdge,getTarget,1
org.apache.maven.repository.metadata.MetadataGraphEdge,setSource,1
org.apache.maven.repository.metadata.MetadataGraphEdge,setTarget,1
org.apache.maven.repository.metadata.MetadataGraphEdge,equals,1
org.apache.maven.repository.metadata.MetadataGraphVertex,getMd,1
org.apache.maven.repository.metadata.MetadataGraphVertex,&lt;init&gt;,1
org.apache.maven.repository.metadata.MetadataGraphVertex,setMd,1
org.apache.maven.repository.metadata.MetadataResolution,getArtifactMetadata,1
org.apache.maven.repository.metadata.MetadataResolution,getMetadataRepositories,1
org.apache.maven.repository.metadata.MetadataResolution,setArtifactMetadata,1
org.apache.maven.repository.metadata.MetadataResolution,setMetadataRepositories,1
org.apache.maven.repository.metadata.MetadataResolutionRequest,getLocalRepository,1
org.apache.maven.repository.metadata.MetadataResolutionRequest,getQuery,1
org.apache.maven.repository.metadata.MetadataResolutionRequest,getRemoteRepositories,1
org.apache.maven.repository.metadata.MetadataResolutionRequest,setLocalRepository,1
org.apache.maven.repository.metadata.MetadataResolutionRequest,setQuery,1
org.apache.maven.repository.metadata.MetadataResolutionRequest,setRemoteRepositories,1
org.apache.maven.repository.metadata.MetadataResolutionResult,getTree,1
org.apache.maven.repository.metadata.MetadataResolutionResult,&lt;init&gt;,1
org.apache.maven.repository.metadata.MetadataResolutionResult,setTree,1
org.apache.maven.repository.metadata.MetadataRetrievalException,getArtifactMetadata,1
org.apache.maven.repository.metadata.MetadataRetrievalException,&lt;init&gt;,1
org.apache.maven.repository.metadata.MetadataTreeNode,getChildren,1
org.apache.maven.repository.metadata.MetadataTreeNode,getMd,1
org.apache.maven.repository.metadata.MetadataTreeNode,getParent,1
org.apache.maven.repository.metadata.MetadataTreeNode,setChildren,1
org.apache.maven.repository.metadata.MetadataTreeNode,setMd,1
org.apache.maven.repository.metadata.MetadataTreeNode,setParent,1
org.apache.maven.settings.Activation,getFile,1
org.apache.maven.settings.Activation,getOs,1
org.apache.maven.settings.Activation,getProperty,1
org.apache.maven.settings.Activation,setFile,1
org.apache.maven.settings.Activation,setOs,1
org.apache.maven.settings.Activation,setProperty,1
org.apache.maven.settings.Profile,getActivation,1
org.apache.maven.settings.Profile,getPluginRepositories,1
org.apache.maven.settings.Profile,getProperties,1
org.apache.maven.settings.Profile,getRepositories,1
org.apache.maven.settings.Profile,setActivation,1
org.apache.maven.settings.Profile,setPluginRepositories,1
org.apache.maven.settings.Profile,setProperties,1
org.apache.maven.settings.Profile,setRepositories,1
org.apache.maven.settings.Repository,getReleases,1
org.apache.maven.settings.Repository,getSnapshots,1
org.apache.maven.settings.Repository,setReleases,1
org.apache.maven.settings.Repository,setSnapshots,1
org.apache.maven.settings.Repository,equals,1
org.apache.maven.settings.Settings,setInteractiveMode,1
org.apache.maven.settings.Settings,setOffline,1
org.apache.maven.settings.Settings,setUsePluginRegistry,1
org.apache.maven.settings.Settings,getActiveProfiles,1
org.apache.maven.settings.Settings,getActiveProxy,1
org.apache.maven.settings.Settings,getMirrors,1
org.apache.maven.settings.Settings,getPluginGroups,1
org.apache.maven.settings.Settings,getProfiles,1
org.apache.maven.settings.Settings,getProfilesAsMap,1
org.apache.maven.settings.Settings,getProxies,1
org.apache.maven.settings.Settings,getServers,1
org.apache.maven.settings.Settings,setActiveProfiles,1
org.apache.maven.settings.Settings,setMirrors,1
org.apache.maven.settings.Settings,setPluginGroups,1
org.apache.maven.settings.Settings,setProfiles,1
org.apache.maven.settings.Settings,setProxies,1
org.apache.maven.settings.Settings,setServers,1
org.apache.maven.settings.Settings,NOVALUE,1
org.apache.maven.settings.building.DefaultSettingsBuilder,&lt;init&gt;,1
org.apache.maven.settings.building.DefaultSettingsBuilder,setSettingsWriter,1
org.apache.maven.settings.building.DefaultSettingsBuildingRequest,getSystemProperties,1
org.apache.maven.settings.building.DefaultSettingsBuildingRequest,getUserProperties,1
org.apache.maven.settings.building.DefaultSettingsProblem,getException,1
org.apache.maven.settings.building.DefaultSettingsProblem,&lt;init&gt;,1
org.apache.maven.settings.building.SettingsBuildingException,getProblems,1
org.apache.maven.settings.building.SettingsBuildingException,&lt;init&gt;,1
org.apache.maven.settings.crypto.DefaultSettingsDecryptionRequest,getProxies,1
org.apache.maven.settings.crypto.DefaultSettingsDecryptionRequest,getServers,1
org.apache.maven.settings.crypto.DefaultSettingsDecryptionRequest,setProxies,1
org.apache.maven.settings.crypto.DefaultSettingsDecryptionRequest,setServers,1
org.apache.maven.settings.io.DefaultSettingsWriter,write,1
org.apache.maven.settings.io.xpp3.SettingsXpp3Reader,parseTrackableBase,1
org.apache.maven.settings.io.xpp3.SettingsXpp3Reader,getDoubleValue,1
org.apache.maven.settings.io.xpp3.SettingsXpp3Reader,getFloatValue,1
org.apache.maven.settings.io.xpp3.SettingsXpp3Reader,getIntegerValue,1
org.apache.maven.settings.io.xpp3.SettingsXpp3Reader,getLongValue,1
org.apache.maven.settings.io.xpp3.SettingsXpp3Reader,getBooleanValue,1
org.apache.maven.settings.io.xpp3.SettingsXpp3Reader,getDateValue,1
org.apache.maven.test.PlexusExtension,setupContainer,1
org.apache.maven.test.PlexusExtension,beforeEach,1
org.apache.maven.toolchain.DefaultToolchain,getModel,1
org.apache.maven.toolchain.building.DefaultToolchainsBuildingResult,getEffectiveToolchains,1
org.apache.maven.toolchain.building.DefaultToolchainsBuildingResult,getProblems,1
org.apache.maven.toolchain.building.DefaultToolchainsBuildingResult,&lt;init&gt;,1
org.apache.maven.toolchain.building.ToolchainsBuildingException,getProblems,1
org.apache.maven.toolchain.building.ToolchainsBuildingException,&lt;init&gt;,1
org.apache.maven.toolchain.merge.MavenToolchainMerger,mergeToolchainModelConfiguration,1
org.apache.maven.toolchain.model.PersistedToolchains,getToolchains,1
org.apache.maven.toolchain.model.PersistedToolchains,setToolchains,1
org.apache.maven.toolchain.model.ToolchainModel,getProvides,1
org.apache.maven.toolchain.model.ToolchainModel,setProvides,1
org.apache.maven.toolchain.model.ToolchainModel,equals,1
org.apache.maven.toolchain.model.io.xpp3.MavenToolchainsXpp3Reader,parseTrackableBase,1
org.apache.maven.toolchain.model.io.xpp3.MavenToolchainsXpp3Reader,getDoubleValue,1
org.apache.maven.toolchain.model.io.xpp3.MavenToolchainsXpp3Reader,getFloatValue,1
org.apache.maven.toolchain.model.io.xpp3.MavenToolchainsXpp3Reader,getIntegerValue,1
org.apache.maven.toolchain.model.io.xpp3.MavenToolchainsXpp3Reader,getLongValue,1
org.apache.maven.toolchain.model.io.xpp3.MavenToolchainsXpp3Reader,getBooleanValue,1
org.apache.maven.toolchain.model.io.xpp3.MavenToolchainsXpp3Reader,getDateValue,1
org.apache.maven.usability.plugin.Expression,getApiMethods,1
org.apache.maven.usability.plugin.Expression,getCliOptions,1
org.apache.maven.usability.plugin.Expression,setApiMethods,1
org.apache.maven.usability.plugin.Expression,setCliOptions,1
org.apache.maven.usability.plugin.ExpressionDocumentation,getExpressions,1
org.apache.maven.usability.plugin.ExpressionDocumentation,getExpressionsBySyntax,1
org.apache.maven.usability.plugin.ExpressionDocumentation,setExpressions,1
org.apache.maven.usability.plugin.io.xpp3.ParamdocXpp3Reader,getDoubleValue,1
org.apache.maven.usability.plugin.io.xpp3.ParamdocXpp3Reader,getFloatValue,1
org.apache.maven.usability.plugin.io.xpp3.ParamdocXpp3Reader,getIntegerValue,1
