class,method_name,count
org.apache.cassandra.index.sasi.disk.OnDiskIndex,&lt;init&gt;,2
org.apache.cassandra.index.sasi.disk.OnDiskIndexBuilder,&lt;init&gt;,2
org.apache.cassandra.index.sasi.disk.PerSSTableIndexWriter,&lt;init&gt;,2
org.apache.cassandra.index.sasi.disk.TokenTree,&lt;init&gt;,2
org.apache.cassandra.index.sasi.plan.Expression,NOVALUE,2
org.apache.cassandra.index.sasi.plan.Expression,add,2
org.apache.cassandra.index.sasi.plan.QueryController,&lt;init&gt;,2
org.apache.cassandra.index.sasi.utils.trie.PatriciaTrie$RangeEntryMap,&lt;init&gt;,2
org.apache.cassandra.io.sstable.Component,&lt;init&gt;,2
org.apache.cassandra.io.sstable.SSTableCursorReader,skipPartition,2
org.apache.cassandra.io.sstable.SSTableLoader,&lt;init&gt;,2
org.apache.cassandra.io.sstable.format.SSTableSimpleScanner,close,2
org.apache.cassandra.io.sstable.format.SSTableSimpleScanner,&lt;init&gt;,2
org.apache.cassandra.io.sstable.format.SortedTableVerifier,&lt;init&gt;,2
org.apache.cassandra.io.sstable.format.big.BigTableScrubber,updateIndexKey,2
org.apache.cassandra.io.sstable.indexsummary.IndexSummaryBuilder,&lt;init&gt;,2
org.apache.cassandra.io.sstable.metadata.MetadataCollector,updateClusteringValues,2
org.apache.cassandra.io.sstable.metadata.MetadataCollector,updateClusteringValuesByBoundOrBoundary,2
org.apache.cassandra.io.tries.ReverseValueIterator,&lt;init&gt;,2
org.apache.cassandra.io.util.ChannelProxy,&lt;init&gt;,2
org.apache.cassandra.io.util.DataIntegrityMetadata$ChecksumValidator,&lt;init&gt;,2
org.apache.cassandra.io.util.DataIntegrityMetadata$FileDigestValidator,&lt;init&gt;,2
org.apache.cassandra.io.util.FileInputStreamPlus,&lt;init&gt;,2
org.apache.cassandra.io.util.FileReader,&lt;init&gt;,2
org.apache.cassandra.io.util.FileWriter,&lt;init&gt;,2
org.apache.cassandra.io.util.PathUtils,deleteRecursiveUsingNixCommand,2
org.apache.cassandra.io.util.WrappedDataOutputStreamPlus,&lt;init&gt;,2
org.apache.cassandra.journal.Metrics,NOVALUE,2
org.apache.cassandra.locator.Ec2MultiRegionAddressConfig,&lt;init&gt;,2
org.apache.cassandra.locator.Locator,&lt;init&gt;,2
org.apache.cassandra.locator.ReplicationFactor,&lt;init&gt;,2
org.apache.cassandra.locator.SnitchProperties,&lt;init&gt;,2
org.apache.cassandra.metrics.CassandraMetricsRegistry$MetricName,&lt;init&gt;,2
org.apache.cassandra.metrics.DecayingEstimatedHistogramReservoir,&lt;init&gt;,2
org.apache.cassandra.metrics.DecayingEstimatedHistogramReservoir,NOVALUE,2
org.apache.cassandra.metrics.LogLinearDecayingHistograms,decay,2
org.apache.cassandra.metrics.SamplingManager,formatResult,2
org.apache.cassandra.net.ForwardingInfo,&lt;init&gt;,2
org.apache.cassandra.net.FrameEncoder$Payload,&lt;init&gt;,2
org.apache.cassandra.net.ResourceLimits$EndpointAndGlobal,&lt;init&gt;,2
org.apache.cassandra.repair.RepairJob,&lt;init&gt;,2
org.apache.cassandra.repair.autorepair.AutoRepairConfig$Options,getDefaultOptionsMap,2
org.apache.cassandra.repair.consistent.LocalSessions,NOVALUE,2
org.apache.cassandra.repair.consistent.SyncStatSummary,toString,2
org.apache.cassandra.schema.ColumnMetadata,&lt;init&gt;,2
org.apache.cassandra.schema.Types$RawBuilder$RawUDT,equals,2
org.apache.cassandra.security.AbstractSslContextFactory,getAcceptedProtocols,2
org.apache.cassandra.security.AbstractSslContextFactory,NOVALUE,2
org.apache.cassandra.security.JKSKeyProvider,&lt;init&gt;,2
org.apache.cassandra.service.BatchlogResponseHandler,&lt;init&gt;,2
org.apache.cassandra.service.CassandraDaemon,NOVALUE,2
org.apache.cassandra.service.StartupChecks$11,NOVALUE,2
org.apache.cassandra.service.TimeoutStrategy$ReadWriteLatencySourceFactory,source,2
org.apache.cassandra.service.accord.AccordCache,setCapacity,2
org.apache.cassandra.service.accord.AccordCache$Type$Instance,&lt;init&gt;,2
org.apache.cassandra.service.accord.AccordCacheEntry,setStatusUnsafe,2
org.apache.cassandra.service.accord.AccordCommandStore,&lt;init&gt;,2
org.apache.cassandra.service.accord.AccordExecutor,assignQueuePosition,2
org.apache.cassandra.service.accord.AccordExecutor,setWorkingSetSize,2
org.apache.cassandra.service.accord.AccordExecutor,onScannedRangesExclusive,2
org.apache.cassandra.service.accord.AccordExecutor,submitPlainExclusive,2
org.apache.cassandra.service.accord.AccordExecutor,setMaxQueuedLoads,2
org.apache.cassandra.service.accord.AccordExecutor$SequentialExecutor,terminate,2
org.apache.cassandra.service.accord.AccordExecutorSemiSyncSubmit,awaitWork,2
org.apache.cassandra.service.accord.AccordExecutorSimple,run,2
org.apache.cassandra.service.accord.AccordResult,txnDroppedTables,2
org.apache.cassandra.service.accord.AccordService,stop,2
org.apache.cassandra.service.accord.AccordTask,&lt;init&gt;,2
org.apache.cassandra.service.accord.AccordTask,onLoad,2
org.apache.cassandra.service.accord.AccordTask$RangeTxnAndKeyScanner,&lt;init&gt;,2
org.apache.cassandra.service.accord.AccordVerbHandler,&lt;init&gt;,2
org.apache.cassandra.service.accord.debug.AccordRemoteTracing$AccordTracingIn,&lt;init&gt;,2
org.apache.cassandra.service.accord.debug.AccordTracing$TxnEvents,stopTracing,2
org.apache.cassandra.service.accord.debug.AccordTracing$TxnEvents,&lt;init&gt;,2
