class,method_name,field_name,count
org.apache.maven.lifecycle.internal.builder.multithreaded.ThreadOutputMuxer,setThisModuleComplete,NOVALUE,1
org.apache.maven.lifecycle.internal.builder.multithreaded.ThreadOutputMuxer$ThreadBoundPrintStream,&lt;init&gt;,NOVALUE,1
org.apache.maven.lifecycle.mapping.DefaultLifecycleMapping,getLifecycles,lifecycleMap,1
org.apache.maven.lifecycle.mapping.DefaultLifecycleMapping,NOVALUE,lifecycles,1
org.apache.maven.lifecycle.mapping.DefaultLifecycleMapping,NOVALUE,phases,1
org.apache.maven.lifecycle.mapping.Lifecycle,getLifecyclePhases,lifecyclePhases,1
org.apache.maven.lifecycle.mapping.Lifecycle,setLifecyclePhases,lifecyclePhases,1
org.apache.maven.lifecycle.mapping.LifecycleMojo,getDependencies,dependencies,1
org.apache.maven.lifecycle.mapping.LifecycleMojo,setDependencies,dependencies,1
org.apache.maven.lifecycle.mapping.LifecyclePhase,getMojos,mojos,1
org.apache.maven.lifecycle.mapping.LifecyclePhase,setMojos,mojos,1
org.apache.maven.lifecycle.providers.AbstractLifecycleProvider,&lt;init&gt;,NOVALUE,1
org.apache.maven.lifecycle.providers.packaging.AbstractLifecycleMappingProvider,&lt;init&gt;,NOVALUE,1
org.apache.maven.logwrapper.LogLevelRecorder,&lt;init&gt;,NOVALUE,1
org.apache.maven.model.Activation,getFile,file,1
org.apache.maven.model.Activation,getLocation,activeByDefaultLocation,1
org.apache.maven.model.Activation,getLocation,fileLocation,1
org.apache.maven.model.Activation,getLocation,jdkLocation,1
org.apache.maven.model.Activation,getLocation,location,1
org.apache.maven.model.Activation,getLocation,osLocation,1
org.apache.maven.model.Activation,getLocation,propertyLocation,1
org.apache.maven.model.Activation,getOs,os,1
org.apache.maven.model.Activation,getProperty,property,1
org.apache.maven.model.Activation,setFile,file,1
org.apache.maven.model.Activation,setLocation,activeByDefaultLocation,1
org.apache.maven.model.Activation,setLocation,fileLocation,1
org.apache.maven.model.Activation,setLocation,jdkLocation,1
org.apache.maven.model.Activation,setLocation,location,1
org.apache.maven.model.Activation,setLocation,osLocation,1
org.apache.maven.model.Activation,setLocation,propertyLocation,1
org.apache.maven.model.Activation,setOs,os,1
org.apache.maven.model.Activation,setProperty,property,1
org.apache.maven.model.ActivationFile,getLocation,existsLocation,1
org.apache.maven.model.ActivationFile,getLocation,location,1
