class,method,field,count
org.apache.phoenix.coprocessor.generated.MetaDataProtos$ClearTableFromCacheRequest,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$ClearTableFromCacheRequest$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$ClearTableFromCacheRequest$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$ClearTableFromCacheResponse,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$ClearTableFromCacheResponse,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$ClearTableFromCacheResponse$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$ClearTableFromCacheResponse$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$CreateFunctionRequest,getTableMetadataMutationsList,tableMetadataMutations_,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$CreateFunctionRequest,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$CreateFunctionRequest,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$CreateFunctionRequest$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$CreateFunctionRequest$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$CreateSchemaRequest,getTableMetadataMutationsList,tableMetadataMutations_,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$CreateSchemaRequest,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$CreateSchemaRequest,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$CreateSchemaRequest$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$CreateSchemaRequest$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$CreateTableRequest,getTableMetadataMutationsList,tableMetadataMutations_,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$CreateTableRequest,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$CreateTableRequest,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$CreateTableRequest$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$DropColumnRequest,getTableMetadataMutationsList,tableMetadataMutations_,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$DropColumnRequest,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$DropColumnRequest,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$DropColumnRequest$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$DropFunctionRequest,getTableMetadataMutationsList,tableMetadataMutations_,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$DropFunctionRequest,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$DropFunctionRequest,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$DropFunctionRequest$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$DropFunctionRequest$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$DropSchemaRequest,getSchemaMetadataMutationsList,schemaMetadataMutations_,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$DropSchemaRequest,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$DropSchemaRequest,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$DropSchemaRequest$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$DropSchemaRequest$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$DropTableRequest,getTableMetadataMutationsList,tableMetadataMutations_,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$DropTableRequest,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$DropTableRequest,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$DropTableRequest$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$DropTableRequest$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetFunctionsRequest,getFunctionNamesList,functionNames_,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetFunctionsRequest,getFunctionTimestampsList,functionTimestamps_,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetFunctionsRequest,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetFunctionsRequest,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetFunctionsRequest$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetFunctionsRequest$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetSchemaRequest,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetSchemaRequest,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetSchemaRequest$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetSchemaRequest$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetTableRequest,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetTableRequest,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetTableRequest$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetTableRequest$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetVersionRequest,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetVersionRequest,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetVersionRequest$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetVersionRequest$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetVersionResponse,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetVersionResponse,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetVersionResponse$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$GetVersionResponse$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$MetaDataResponse,getFunctionList,function_,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$MetaDataResponse,getFunctionOrBuilderList,function_,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$MetaDataResponse,getSharedTablesToDeleteList,sharedTablesToDelete_,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$MetaDataResponse,getSharedTablesToDeleteOrBuilderList,sharedTablesToDelete_,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$MetaDataResponse,getTablesToDeleteList,tablesToDelete_,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$MetaDataResponse,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$MetaDataResponse,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$MetaDataResponse$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$SharedTableState,getColumnsList,columns_,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$SharedTableState,getColumnsOrBuilderList,columns_,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$SharedTableState,getPhysicalNamesList,physicalNames_,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$SharedTableState,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$SharedTableState,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$SharedTableState$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$UpdateIndexStateRequest,getTableMetadataMutationsList,tableMetadataMutations_,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$UpdateIndexStateRequest,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$UpdateIndexStateRequest,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$UpdateIndexStateRequest$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.MetaDataProtos$UpdateIndexStateRequest$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PFunctionProtos$PFunction,getArgumentsList,arguments_,1
org.apache.phoenix.coprocessor.generated.PFunctionProtos$PFunction,getArgumentsOrBuilderList,arguments_,1
org.apache.phoenix.coprocessor.generated.PFunctionProtos$PFunction,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.PFunctionProtos$PFunction,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PFunctionProtos$PFunction$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PFunctionProtos$PFunctionArg,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.PFunctionProtos$PFunctionArg,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PFunctionProtos$PFunctionArg$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PFunctionProtos$PFunctionArg$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PGuidePostsProtos$PGuidePosts,getByteCountsList,byteCounts_,1
org.apache.phoenix.coprocessor.generated.PGuidePostsProtos$PGuidePosts,getGuidePostsList,guidePosts_,1
org.apache.phoenix.coprocessor.generated.PGuidePostsProtos$PGuidePosts,getRowCountsList,rowCounts_,1
org.apache.phoenix.coprocessor.generated.PGuidePostsProtos$PGuidePosts,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.PGuidePostsProtos$PGuidePosts,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PGuidePostsProtos$PGuidePosts$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PGuidePostsProtos$PGuidePosts$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PSchemaProtos$PSchema,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.PSchemaProtos$PSchema,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PSchemaProtos$PSchema$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PSchemaProtos$PSchema$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PTableProtos$EncodedCQCounter,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.PTableProtos$EncodedCQCounter,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PTableProtos$EncodedCQCounter$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PTableProtos$EncodedCQCounter$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PTableProtos$PColumn,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.PTableProtos$PColumn,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PTableProtos$PColumn$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PTableProtos$PColumn$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PTableProtos$PTable,getColumnsList,columns_,1
org.apache.phoenix.coprocessor.generated.PTableProtos$PTable,getColumnsOrBuilderList,columns_,1
org.apache.phoenix.coprocessor.generated.PTableProtos$PTable,getEncodedCQCountersList,encodedCQCounters_,1
org.apache.phoenix.coprocessor.generated.PTableProtos$PTable,getEncodedCQCountersOrBuilderList,encodedCQCounters_,1
org.apache.phoenix.coprocessor.generated.PTableProtos$PTable,getIndexesList,indexes_,1
org.apache.phoenix.coprocessor.generated.PTableProtos$PTable,getIndexesOrBuilderList,indexes_,1
org.apache.phoenix.coprocessor.generated.PTableProtos$PTable,getPhysicalNamesList,physicalNames_,1
org.apache.phoenix.coprocessor.generated.PTableProtos$PTable,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.PTableProtos$PTable,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PTableProtos$PTable$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PTableProtos$PTableStats,getValuesList,values_,1
org.apache.phoenix.coprocessor.generated.PTableProtos$PTableStats,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.PTableProtos$PTableStats,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.PTableProtos$PTableStats$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCacheFactoryProtos$ServerCacheFactory,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.ServerCacheFactoryProtos$ServerCacheFactory,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCacheFactoryProtos$ServerCacheFactory$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCacheFactoryProtos$ServerCacheFactory$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$AddServerCacheRequest,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$AddServerCacheRequest,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$AddServerCacheRequest$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$AddServerCacheResponse,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$AddServerCacheResponse,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$AddServerCacheResponse$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$AddServerCacheResponse$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$ColumnInfo,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$ColumnInfo,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$ColumnInfo$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$ColumnInfo$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$ColumnReference,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$ColumnReference,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$ColumnReference$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$ColumnReference$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$ImmutableBytesWritable,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$ImmutableBytesWritable,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$ImmutableBytesWritable$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$ImmutableBytesWritable$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$IndexMaintainer,getDataTableColRefForCoveredColumnsList,dataTableColRefForCoveredColumns_,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$IndexMaintainer,getDataTableColRefForCoveredColumnsOrBuilderList,dataTableColRefForCoveredColumns_,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$IndexMaintainer,getIndexTableColRefForCoveredColumnsList,indexTableColRefForCoveredColumns_,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$IndexMaintainer,getIndexTableColRefForCoveredColumnsOrBuilderList,indexTableColRefForCoveredColumns_,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$IndexMaintainer,getIndexedColumnInfoList,indexedColumnInfo_,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$IndexMaintainer,getIndexedColumnInfoOrBuilderList,indexedColumnInfo_,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$IndexMaintainer,getIndexedColumnTypeOrdinalList,indexedColumnTypeOrdinal_,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$IndexMaintainer,getIndexedColumnsList,indexedColumns_,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$IndexMaintainer,getIndexedColumnsOrBuilderList,indexedColumns_,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$IndexMaintainer,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$IndexMaintainer,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$IndexMaintainer$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$RemoveServerCacheRequest,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$RemoveServerCacheRequest,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$RemoveServerCacheRequest$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$RemoveServerCacheRequest$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$RemoveServerCacheResponse,NOVALUE,PARSER,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$RemoveServerCacheResponse,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$RemoveServerCacheResponse$Builder,clone,NOVALUE,1
org.apache.phoenix.coprocessor.generated.ServerCachingProtos$RemoveServerCacheResponse$Builder,maybeForceBuilderInitialization,NOVALUE,1
org.apache.phoenix.coprocessor.tasks.IndexRebuildTask,checkCurrentResult,NOVALUE,1
org.apache.phoenix.exception.SQLExceptionInfo,getRootCause,rootCause,1
org.apache.phoenix.exception.SQLExceptionInfo$Builder,setRootCause,rootCause,1
org.apache.phoenix.execute.AggregatePlan,getScans,scans,1
org.apache.phoenix.execute.AggregatePlan,getSplits,splits,1
org.apache.phoenix.execute.BaseQueryPlan,iterator,NOVALUE,1
org.apache.phoenix.execute.BaseQueryPlan,getContext,context,1
org.apache.phoenix.execute.BaseQueryPlan,getTableRef,tableRef,1
org.apache.phoenix.execute.ClientProcessingPlan,getContext,context,1
org.apache.phoenix.execute.ClientProcessingPlan,getTableRef,table,1
org.apache.phoenix.execute.ClientProcessingPlan,&lt;init&gt;,context,1
org.apache.phoenix.execute.ClientProcessingPlan,&lt;init&gt;,table,1
org.apache.phoenix.execute.ClientScanPlan,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.execute.ClientScanPlan,getOutputOrderBys,actualOutputOrderBys,1
org.apache.phoenix.execute.CommitException,getUncommittedStatementIndexes,uncommittedStatementIndexes,1
org.apache.phoenix.execute.CommitException,&lt;init&gt;,uncommittedStatementIndexes,1
org.apache.phoenix.execute.CorrelatePlan,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.execute.CorrelatePlan,&lt;init&gt;,runtimeContext,1
org.apache.phoenix.execute.CorrelatePlan$CorrelateResultIterator,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.execute.CursorFetchPlan,iterator,resultIterator,1
org.apache.phoenix.execute.HashJoinPlan,getEstimates,getEstimatesCalled,1
org.apache.phoenix.execute.HashJoinPlan,getSourceRefs,tableRefs,1
org.apache.phoenix.execute.HashJoinPlan,getSubPlans,subPlans,1
org.apache.phoenix.execute.HashJoinPlan$HashSubPlan,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.execute.HashJoinPlan$HashSubPlan,execute,NOVALUE,1
org.apache.phoenix.execute.HashJoinPlan$HashSubPlan,&lt;init&gt;,hashExpressions,1
org.apache.phoenix.execute.MutationState,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.execute.MutationState,getConnection,connection,1
org.apache.phoenix.execute.MutationState,getMutationMetricQueue,mutationMetricQueue,1
org.apache.phoenix.execute.MutationState,getPhoenixTransactionContext,phoenixTransactionContext,1
org.apache.phoenix.execute.MutationState,getReadMetricQueue,readMetricQueue,1
org.apache.phoenix.execute.MutationState,setReadMetricQueue,readMetricQueue,1
org.apache.phoenix.execute.MutationState,join,readMetricQueue,1
org.apache.phoenix.execute.MutationState,send,mutations,1
org.apache.phoenix.execute.MutationState$RowMutationState,getColumnValues,columnValues,1
org.apache.phoenix.execute.MutationState$RowMutationState,&lt;init&gt;,columnValues,1
org.apache.phoenix.execute.MutationState$RowMutationState,&lt;init&gt;,onDupKeyBytes,1
org.apache.phoenix.execute.ScanPlan,getScans,scans,1
org.apache.phoenix.execute.ScanPlan,getSplits,splits,1
org.apache.phoenix.execute.SortMergeJoinPlan,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.execute.SortMergeJoinPlan,getContext,context,1
org.apache.phoenix.execute.SortMergeJoinPlan,getOutputOrderBys,actualOutputOrderBys,1
org.apache.phoenix.execute.SortMergeJoinPlan,getSourceRefs,tableRefs,1
org.apache.phoenix.execute.SortMergeJoinPlan,getTableRef,table,1
org.apache.phoenix.execute.SortMergeJoinPlan,&lt;init&gt;,context,1
org.apache.phoenix.execute.SortMergeJoinPlan,&lt;init&gt;,table,1
org.apache.phoenix.execute.SortMergeJoinPlan$JoinKey,equals,NOVALUE,1
org.apache.phoenix.execute.SortMergeJoinPlan$SemiAntiJoinIterator,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.execute.TupleProjectionPlan,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.execute.TupleProjectionPlan,getOutputOrderBys,actualOutputOrderBys,1
org.apache.phoenix.execute.TupleProjectionPlan,&lt;init&gt;,statementContext,1
org.apache.phoenix.execute.TupleProjectionPlan,&lt;init&gt;,tupleProjector,1
org.apache.phoenix.execute.TupleProjector,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.execute.TupleProjector,getExpressions,expressions,1
org.apache.phoenix.execute.TupleProjector,getValueBitSet,valueSet,1
org.apache.phoenix.execute.TupleProjector,setValueBitSet,valueSet,1
org.apache.phoenix.execute.UnionPlan,getContext,parentContext,1
org.apache.phoenix.execute.UnionPlan,getPlans,plans,1
org.apache.phoenix.execute.UnionPlan,getSubPlans,plans,1
org.apache.phoenix.execute.UnionPlan,getTableRef,tableRef,1
org.apache.phoenix.execute.UnionPlan,&lt;init&gt;,parentContext,1
org.apache.phoenix.execute.UnionPlan,&lt;init&gt;,plans,1
org.apache.phoenix.execute.UnionPlan,&lt;init&gt;,tableRef,1
org.apache.phoenix.expression.AndExpression,create,NOVALUE,1
org.apache.phoenix.expression.BaseSingleExpression,getChildren,children,1
org.apache.phoenix.expression.BaseSingleExpression,&lt;init&gt;,children,1
org.apache.phoenix.expression.ComparisonExpression,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.expression.ComparisonExpression,create,NOVALUE,1
org.apache.phoenix.expression.CorrelateVariableFieldAccessExpression,&lt;init&gt;,runtimeContext,1
org.apache.phoenix.expression.InListExpression,getKeyExpressions,keyExpressions,1
org.apache.phoenix.expression.InListExpression$InListColumnKeyValuePair,getLiteralExpressionList,literalExpressionList,1
org.apache.phoenix.expression.InListExpression$InListColumnKeyValuePair,compareTo,NOVALUE,1
org.apache.phoenix.expression.KeyValueColumnExpression,getColumnFamily,cf,1
org.apache.phoenix.expression.KeyValueColumnExpression,getColumnQualifier,cq,1
org.apache.phoenix.expression.KeyValueColumnExpression,&lt;init&gt;,cf,1
org.apache.phoenix.expression.KeyValueColumnExpression,&lt;init&gt;,cq,1
org.apache.phoenix.expression.LiteralExpression,getBytes,byteValue,1
org.apache.phoenix.expression.ProjectedColumnExpression,clone,NOVALUE,1
org.apache.phoenix.expression.ProjectedColumnExpression,getColumns,columns,1
org.apache.phoenix.expression.ProjectedColumnExpression,&lt;init&gt;,columns,1
org.apache.phoenix.expression.RowValueConstructorExpression,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.expression.aggregator.Aggregators,getAggregators,aggregators,1
org.apache.phoenix.expression.aggregator.Aggregators,getFunctions,functions,1
org.apache.phoenix.expression.aggregator.Aggregators,&lt;init&gt;,aggregators,1
org.apache.phoenix.expression.aggregator.Aggregators,&lt;init&gt;,functions,1
org.apache.phoenix.expression.aggregator.BaseDecimalStddevAggregator,evaluate,NOVALUE,1
org.apache.phoenix.expression.aggregator.DistinctValueWithCountServerAggregator,NOVALUE,COMPRESS_MARKER,1
org.apache.phoenix.expression.aggregator.FirstLastValueServerAggregator,toString,topValue,1
org.apache.phoenix.expression.aggregator.FirstLastValueServerAggregator,init,children,1
org.apache.phoenix.expression.aggregator.FirstLastValueServerAggregator,toString,topValues,1
org.apache.phoenix.expression.aggregator.PercentRankClientAggregator,&lt;init&gt;,exps,1
org.apache.phoenix.expression.aggregator.PercentileClientAggregator,&lt;init&gt;,exps,1
org.apache.phoenix.expression.aggregator.PercentileClientAggregator,evaluate,NOVALUE,1
org.apache.phoenix.expression.aggregator.PercentileDiscClientAggregator,&lt;init&gt;,exps,1
org.apache.phoenix.expression.aggregator.ServerAggregators,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.expression.function.ArrayFillFunction,evaluate,NOVALUE,1
org.apache.phoenix.expression.function.CoalesceFunction,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.expression.function.DistinctCountAggregateFunction,NOVALUE,ONE,1
org.apache.phoenix.expression.function.DistinctCountAggregateFunction,NOVALUE,ZERO,1
org.apache.phoenix.expression.function.PhoenixRowTimestampFunction,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.expression.function.RTrimFunction$1,getKeyRange,NOVALUE,1
org.apache.phoenix.expression.function.RoundDecimalExpression,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.expression.function.RoundTimestampExpression,create,NOVALUE,1
org.apache.phoenix.expression.function.ToCharFunction,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.expression.function.ToDateFunction,equals,NOVALUE,1
org.apache.phoenix.expression.function.ToNumberFunction,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.expression.function.UDFExpression,equals,NOVALUE,1
org.apache.phoenix.expression.util.regex.JONIPattern,&lt;init&gt;,NOVALUE,1
org.apache.phoenix.expression.visitor.CloneExpressionVisitor,visitLeave,NOVALUE,1
org.apache.phoenix.expression.visitor.ReplaceArrayFunctionExpressionVisitor,&lt;init&gt;,replacementMap,1
org.apache.phoenix.filter.ColumnProjectionFilter,&lt;init&gt;,columnsTracker,1
org.apache.phoenix.filter.ColumnProjectionFilter,&lt;init&gt;,conditionOnlyCfs,1
org.apache.phoenix.filter.ColumnProjectionFilter,&lt;init&gt;,emptyCFName,1
