class,method,field,count
org.apache.cassandra.db.commitlog.CommitLogSegment,resetReplayLimit,replayLimitId,1
org.apache.cassandra.db.commitlog.CommitLogSegment,discardUnusedTail,endOfBuffer,1
org.apache.cassandra.db.commitlog.CommitLogSegment,writeLogHeader,endOfBuffer,1
org.apache.cassandra.db.commitlog.CommitLogSegment,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.commitlog.CommitLogSegment,writeCDCIndexFile,NOVALUE,1
org.apache.cassandra.db.commitlog.CommitLogSegment,NOVALUE,endOfBuffer,1
org.apache.cassandra.db.commitlog.CommitLogSegment,&lt;clinit&gt;,NOVALUE,1
org.apache.cassandra.db.commitlog.CommitLogSegment$CommitLogSegmentFileComparator,NOVALUE,NOVALUE,1
org.apache.cassandra.db.commitlog.EncryptedSegment,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.commitlog.IntervalSet,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.commitlog.IntervalSet$Builder,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.compaction.AbstractCompactionStrategy,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.compaction.AbstractCompactionStrategy,getDirectories,directories,1
org.apache.cassandra.db.compaction.AbstractCompactionStrategy$ScannerList,getCompressionRatio,NOVALUE,1
org.apache.cassandra.db.compaction.AbstractCompactionTask,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.compaction.AbstractCompactionTask,&lt;init&gt;,cfs,1
org.apache.cassandra.db.compaction.AbstractStrategyHolder$TaskSupplier,compareTo,NOVALUE,1
org.apache.cassandra.db.compaction.CompactionController,&lt;init&gt;,limiter,1
org.apache.cassandra.db.compaction.CompactionInfo,getTableMetadata,metadata,1
org.apache.cassandra.db.compaction.CompactionIterator,getMergedRowCounts,mergeCounters,1
org.apache.cassandra.db.compaction.CompactionIterator,&lt;init&gt;,scanners,1
org.apache.cassandra.db.compaction.CompactionLogger$CompactionLogSerializer,createStream,NOVALUE,1
org.apache.cassandra.db.compaction.CompactionManager,getRateLimiter,compactionRateLimiter,1
org.apache.cassandra.db.compaction.CompactionManager,setRate,NOVALUE,1
org.apache.cassandra.db.compaction.CompactionStrategyHolder,allStrategies,strategies,1
org.apache.cassandra.db.compaction.CompactionStrategyManager,&lt;init&gt;,cfs,1
org.apache.cassandra.db.compaction.CompactionTask,NOVALUE,totalBytesCompacted,1
org.apache.cassandra.db.compaction.CompactionTask$1,apply,NOVALUE,1
org.apache.cassandra.db.compaction.DateTieredCompactionStrategy,validateOptions,NOVALUE,1
org.apache.cassandra.db.compaction.DateTieredCompactionStrategy$1,apply,NOVALUE,1
org.apache.cassandra.db.compaction.LeveledCompactionStrategy,validateOptions,NOVALUE,1
org.apache.cassandra.db.compaction.LeveledCompactionStrategy$LeveledScanner,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.compaction.PendingRepairHolder,getManagers,managers,1
org.apache.cassandra.db.compaction.PendingRepairManager$CleanupTask,&lt;init&gt;,cfs,1
org.apache.cassandra.db.compaction.PendingRepairManager$CleanupTask,&lt;init&gt;,tasks,1
org.apache.cassandra.db.compaction.SSTableSplitter$SplittingCompactionTask,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.compaction.Scrubber,updateIndexKey,currentRowPositionFromIndex,1
org.apache.cassandra.db.compaction.Scrubber,updateIndexKey,nextRowPositionFromIndex,1
org.apache.cassandra.db.compaction.Scrubber,scrub,badRows,1
org.apache.cassandra.db.compaction.Scrubber,seekToNextRow,badRows,1
org.apache.cassandra.db.compaction.Scrubber,tryAppend,emptyRows,1
org.apache.cassandra.db.compaction.Scrubber,tryAppend,goodRows,1
org.apache.cassandra.db.compaction.Scrubber,&lt;init&gt;,cfs,1
org.apache.cassandra.db.compaction.Scrubber$FixNegativeLocalDeletionTimeIterator,computeNext,fixedRows,1
org.apache.cassandra.db.compaction.Scrubber$NegativeLocalDeletionInfoMetrics,NOVALUE,NOVALUE,1
org.apache.cassandra.db.compaction.SingleSSTableLCSTask,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.compaction.SizeTieredCompactionStrategy,validateOptions,NOVALUE,1
org.apache.cassandra.db.compaction.TimeWindowCompactionStrategy,validateOptions,NOVALUE,1
org.apache.cassandra.db.compaction.Upgrader,&lt;init&gt;,cfs,1
org.apache.cassandra.db.compaction.Verifier,&lt;init&gt;,cfs,1
org.apache.cassandra.db.compaction.Verifier,&lt;init&gt;,sstable,1
org.apache.cassandra.db.compaction.Verifier$RangeOwnHelper,&lt;init&gt;,normalizedRanges,1
org.apache.cassandra.db.compaction.writers.CompactionAwareWriter,getDirectories,directories,1
org.apache.cassandra.db.compaction.writers.CompactionAwareWriter,&lt;init&gt;,cfs,1
org.apache.cassandra.db.compaction.writers.CompactionAwareWriter,&lt;init&gt;,directories,1
org.apache.cassandra.db.compaction.writers.CompactionAwareWriter,&lt;init&gt;,nonExpiredSSTables,1
org.apache.cassandra.db.filter.ClusteringIndexFilter,&lt;clinit&gt;,NOVALUE,1
org.apache.cassandra.db.filter.ClusteringIndexNamesFilter,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.filter.ClusteringIndexNamesFilter,requestedRows,clusterings,1
org.apache.cassandra.db.filter.ClusteringIndexNamesFilter,&lt;init&gt;,clusterings,1
org.apache.cassandra.db.filter.ColumnFilter,equals,NOVALUE,1
org.apache.cassandra.db.filter.ColumnSubselection,column,column,1
org.apache.cassandra.db.filter.ColumnSubselection$Element,compareTo,NOVALUE,1
org.apache.cassandra.db.filter.ColumnSubselection$Slice,compareTo,NOVALUE,1
org.apache.cassandra.db.filter.RowFilter,getExpressions,expressions,1
org.apache.cassandra.db.filter.RowFilter$CustomExpression,makeDefinition,NOVALUE,1
org.apache.cassandra.db.filter.RowFilter$CustomExpression,getTargetIndex,targetIndex,1
org.apache.cassandra.db.filter.RowFilter$CustomExpression,getValue,value,1
org.apache.cassandra.db.filter.RowFilter$CustomExpression,&lt;init&gt;,table,1
org.apache.cassandra.db.filter.RowFilter$CustomExpression,&lt;init&gt;,targetIndex,1
org.apache.cassandra.db.filter.RowFilter$Expression,column,column,1
org.apache.cassandra.db.filter.RowFilter$Expression,getIndexValue,value,1
org.apache.cassandra.db.filter.RowFilter$Expression$Serializer,serialize,NOVALUE,1
org.apache.cassandra.db.filter.RowFilter$Expression$Serializer,serializedSize,NOVALUE,1
org.apache.cassandra.db.filter.RowFilter$MapEqualityExpression,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.lifecycle.LifecycleTransaction$ReaderState,&lt;init&gt;,currentlyVisible,1
org.apache.cassandra.db.lifecycle.LifecycleTransaction$ReaderState,&lt;init&gt;,nextVisible,1
org.apache.cassandra.db.lifecycle.LifecycleTransaction$ReaderState,equals,NOVALUE,1
org.apache.cassandra.db.lifecycle.LogRecord,fileName,NOVALUE,1
org.apache.cassandra.db.lifecycle.LogTransaction,delete,NOVALUE,1
org.apache.cassandra.db.lifecycle.LogTransaction$SSTableTidier,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.lifecycle.Tracker,removeUnsafe,NOVALUE,1
org.apache.cassandra.db.lifecycle.View,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.lifecycle.View,liveSSTables,sstables,1
org.apache.cassandra.db.lifecycle.View,select,sstables,1
org.apache.cassandra.db.lifecycle.View$2,apply,NOVALUE,1
org.apache.cassandra.db.lifecycle.View$4,apply,NOVALUE,1
org.apache.cassandra.db.lifecycle.View$5,apply,NOVALUE,1
org.apache.cassandra.db.lifecycle.View$6,apply,NOVALUE,1
org.apache.cassandra.db.lifecycle.View$7,apply,NOVALUE,1
org.apache.cassandra.db.lifecycle.View$8,apply,NOVALUE,1
org.apache.cassandra.db.marshal.AbstractType,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.marshal.CollectionType,equals,NOVALUE,1
org.apache.cassandra.db.marshal.CollectionType,NOVALUE,cellPathSerializer,1
org.apache.cassandra.db.marshal.CompositeType,NOVALUE,NOVALUE,1
org.apache.cassandra.db.marshal.DynamicCompositeType$DynamicParsedComparator,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.marshal.EmptyType,writeValue,NOVALUE,1
org.apache.cassandra.db.marshal.FrozenType,NOVALUE,NOVALUE,1
org.apache.cassandra.db.marshal.ListType,getElementsType,elements,1
org.apache.cassandra.db.marshal.ListType,valueComparator,elements,1
org.apache.cassandra.db.marshal.ListType,NOVALUE,NOVALUE,1
org.apache.cassandra.db.marshal.MapType,getKeysType,keys,1
org.apache.cassandra.db.marshal.MapType,getValuesType,values,1
org.apache.cassandra.db.marshal.MapType,nameComparator,keys,1
org.apache.cassandra.db.marshal.MapType,valueComparator,values,1
org.apache.cassandra.db.marshal.MapType,NOVALUE,NOVALUE,1
org.apache.cassandra.db.marshal.SetType,getElementsType,elements,1
org.apache.cassandra.db.marshal.SetType,nameComparator,elements,1
org.apache.cassandra.db.marshal.SetType,&lt;init&gt;,elements,1
org.apache.cassandra.db.marshal.SetType,NOVALUE,NOVALUE,1
org.apache.cassandra.db.marshal.TupleType,allTypes,types,1
org.apache.cassandra.db.marshal.TupleType,subTypes,types,1
org.apache.cassandra.db.marshal.TypeParser,getAliasParameters,idx,1
org.apache.cassandra.db.marshal.TypeParser,getCollectionsParameters,idx,1
org.apache.cassandra.db.marshal.TypeParser,getKeyValueParameters,idx,1
org.apache.cassandra.db.marshal.TypeParser,getTypeParameters,idx,1
org.apache.cassandra.db.marshal.TypeParser,getUserTypeParameters,idx,1
org.apache.cassandra.db.marshal.TypeParser,readNextIdentifier,idx,1
org.apache.cassandra.db.marshal.TypeParser,skipBlankAndComma,idx,1
org.apache.cassandra.db.marshal.TypeParser,skipBlank,idx,1
org.apache.cassandra.db.marshal.UserType,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.marshal.UserType,fieldNames,fieldNames,1
org.apache.cassandra.db.marshal.UserType,fieldTypes,types,1
org.apache.cassandra.db.marshal.UserType,&lt;init&gt;,fieldNames,1
org.apache.cassandra.db.marshal.UserType,equals,NOVALUE,1
org.apache.cassandra.db.monitoring.MonitoringTask,make,instance,1
org.apache.cassandra.db.partitions.AbstractBTreePartition$ClusteringsIterator,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.partitions.AtomicBTreePartition,&lt;init&gt;,allocator,1
org.apache.cassandra.db.partitions.AtomicBTreePartition,&lt;init&gt;,metadata,1
org.apache.cassandra.db.partitions.AtomicBTreePartition$RowUpdater,apply,NOVALUE,1
org.apache.cassandra.db.partitions.ImmutableBTreePartition,metadata,metadata,1
org.apache.cassandra.db.partitions.ImmutableBTreePartition,&lt;init&gt;,metadata,1
org.apache.cassandra.db.partitions.PartitionUpdate,metadata,metadata,1
org.apache.cassandra.db.partitions.PartitionUpdate$Builder,metadata,metadata,1
org.apache.cassandra.db.partitions.PartitionUpdate$CounterMark,column,column,1
org.apache.cassandra.db.repair.CassandraKeyspaceRepairManager,&lt;init&gt;,keyspace,1
org.apache.cassandra.db.repair.CassandraTableRepairManager,&lt;init&gt;,cfs,1
org.apache.cassandra.db.repair.CassandraValidationIterator,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.repair.CassandraValidationIterator,getRangePartitionCounts,rangePartitionCounts,1
org.apache.cassandra.db.repair.CassandraValidationIterator,&lt;init&gt;,cfs,1
org.apache.cassandra.db.repair.CassandraValidationIterator,getSSTablesToValidate,NOVALUE,1
org.apache.cassandra.db.repair.PendingAntiCompaction$AcquisitionCallback,apply,NOVALUE,1
org.apache.cassandra.db.repair.PendingAntiCompaction$AntiCompactionPredicate,apply,NOVALUE,1
org.apache.cassandra.db.rows.AbstractUnfilteredRowIterator,metadata,metadata,1
org.apache.cassandra.db.rows.AbstractUnfilteredRowIterator,partitionLevelDeletion,partitionLevelDeletion,1
org.apache.cassandra.db.rows.ArrayCell,value,value,1
org.apache.cassandra.db.rows.ArrayCell,&lt;init&gt;,value,1
org.apache.cassandra.db.rows.BTreeRow,deletion,deletion,1
org.apache.cassandra.db.rows.BTreeRow$Builder,addRowDeletion,deletion,1
org.apache.cassandra.db.rows.BTreeRow$Builder,build,NOVALUE,1
org.apache.cassandra.db.rows.BufferCell,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.rows.BufferCell,value,value,1
org.apache.cassandra.db.rows.BufferCell,&lt;init&gt;,value,1
org.apache.cassandra.db.rows.ColumnData,column,column,1
org.apache.cassandra.db.rows.ComplexColumnData,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.rows.ComplexColumnData,complexDeletion,complexDeletion,1
org.apache.cassandra.db.rows.ComplexColumnData$Builder,addComplexDeletion,complexDeletion,1
org.apache.cassandra.db.rows.ComplexColumnData$Builder,newColumn,column,1
org.apache.cassandra.db.rows.EncodingStats,NOVALUE,HEAP_SIZE,1
org.apache.cassandra.db.rows.RangeTombstoneBoundMarker,closeDeletionTime,deletion,1
org.apache.cassandra.db.rows.RangeTombstoneBoundMarker,deletionTime,deletion,1
org.apache.cassandra.db.rows.RangeTombstoneBoundMarker,openDeletionTime,deletion,1
org.apache.cassandra.db.rows.RangeTombstoneBoundMarker,&lt;init&gt;,deletion,1
org.apache.cassandra.db.rows.RangeTombstoneBoundaryMarker,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.rows.RangeTombstoneBoundaryMarker,endDeletionTime,endDeletion,1
org.apache.cassandra.db.rows.RangeTombstoneBoundaryMarker,startDeletionTime,startDeletion,1
org.apache.cassandra.db.rows.RangeTombstoneBoundaryMarker,&lt;init&gt;,endDeletion,1
org.apache.cassandra.db.rows.RangeTombstoneBoundaryMarker,&lt;init&gt;,startDeletion,1
org.apache.cassandra.db.rows.RangeTombstoneMarker$Merger,mergedMarkers,markers,1
org.apache.cassandra.db.rows.RangeTombstoneMarker$Merger,&lt;init&gt;,partitionDeletion,1
org.apache.cassandra.db.rows.Row$Deletion,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.rows.Row$Deletion,time,time,1
org.apache.cassandra.db.rows.Row$Deletion,&lt;init&gt;,time,1
org.apache.cassandra.db.rows.Row$Merger,mergedRows,rows,1
org.apache.cassandra.db.rows.RowAndDeletionMergeIterator,&lt;init&gt;,ranges,1
org.apache.cassandra.db.rows.RowAndDeletionMergeIterator,&lt;init&gt;,rows,1
org.apache.cassandra.db.rows.ThrottledUnfilteredIterator,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.rows.UnfilteredRowIteratorWithLowerBound,&lt;init&gt;,sstable,1
org.apache.cassandra.db.streaming.CassandraEntireSSTableStreamReader,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.streaming.CassandraEntireSSTableStreamReader,&lt;init&gt;,messageHeader,1
org.apache.cassandra.db.streaming.CassandraEntireSSTableStreamReader,&lt;init&gt;,session,1
org.apache.cassandra.db.streaming.CassandraEntireSSTableStreamWriter,&lt;init&gt;,session,1
org.apache.cassandra.db.streaming.CassandraEntireSSTableStreamWriter,&lt;init&gt;,sstable,1
org.apache.cassandra.db.streaming.CassandraIncomingFile,getSSTable,sstable,1
org.apache.cassandra.db.streaming.CassandraIncomingFile,session,session,1
org.apache.cassandra.db.streaming.CassandraIncomingFile,&lt;init&gt;,cfs,1
org.apache.cassandra.db.streaming.CassandraIncomingFile,&lt;init&gt;,header,1
org.apache.cassandra.db.streaming.CassandraIncomingFile,&lt;init&gt;,session,1
org.apache.cassandra.db.streaming.CassandraOutgoingFile,&lt;init&gt;,sections,1
org.apache.cassandra.db.streaming.CassandraStreamHeader$Builder,withSections,sections,1
org.apache.cassandra.db.streaming.CassandraStreamManager,&lt;init&gt;,cfs,1
org.apache.cassandra.db.streaming.CassandraStreamReader,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.streaming.CassandraStreamReader,&lt;init&gt;,session,1
org.apache.cassandra.db.streaming.CassandraStreamReader$StreamDeserializer,metadata,metadata,1
org.apache.cassandra.db.streaming.CassandraStreamReader$StreamDeserializer,partitionLevelDeletion,partitionLevelDeletion,1
org.apache.cassandra.db.streaming.CassandraStreamReader$StreamDeserializer,&lt;init&gt;,header,1
org.apache.cassandra.db.streaming.CassandraStreamReader$StreamDeserializer,&lt;init&gt;,metadata,1
org.apache.cassandra.db.streaming.CassandraStreamReceiver,&lt;init&gt;,cfs,1
org.apache.cassandra.db.streaming.CassandraStreamReceiver,&lt;init&gt;,session,1
org.apache.cassandra.db.streaming.CassandraStreamReceiver,received,NOVALUE,1
org.apache.cassandra.db.streaming.CassandraStreamWriter,&lt;init&gt;,session,1
org.apache.cassandra.db.streaming.CassandraStreamWriter,&lt;init&gt;,sstable,1
org.apache.cassandra.db.view.TableViews,pushViewReplicaUpdates,NOVALUE,1
org.apache.cassandra.db.view.View,getDefinition,definition,1
org.apache.cassandra.db.view.View,&lt;init&gt;,baseCfs,1
org.apache.cassandra.db.view.View,updateDefinition,definition,1
org.apache.cassandra.db.view.View,NOVALUE,baseNonPKColumnsInViewPK,1
org.apache.cassandra.db.view.ViewBuilder$1,onSuccess,NOVALUE,1
org.apache.cassandra.db.view.ViewBuilderTask,&lt;init&gt;,baseCfs,1
org.apache.cassandra.db.view.ViewManager,&lt;init&gt;,keyspace,1
org.apache.cassandra.db.virtual.AbstractVirtualTable,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.virtual.AbstractVirtualTable,metadata,metadata,1
org.apache.cassandra.db.virtual.SimpleDataSet,&lt;init&gt;,metadata,1
org.apache.cassandra.db.virtual.SimpleDataSet,column,NOVALUE,1
org.apache.cassandra.db.virtual.SystemViewsKeyspace,NOVALUE,instance,1
org.apache.cassandra.dht.AbstractBounds,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.dht.BootStrapper,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.dht.BootStrapper,&lt;init&gt;,tokenMetadata,1
org.apache.cassandra.dht.BootStrapper,&lt;init&gt;,tokens,1
org.apache.cassandra.dht.Bounds,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.dht.ByteOrderedPartitioner$1,fromString,NOVALUE,1
org.apache.cassandra.dht.ByteOrderedPartitioner$1,validate,NOVALUE,1
org.apache.cassandra.dht.ByteOrderedPartitioner$BytesToken,getTokenValue,token,1
org.apache.cassandra.dht.ByteOrderedPartitioner$BytesToken,&lt;init&gt;,token,1
org.apache.cassandra.dht.ExcludingBounds,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.dht.IncludingExcludingBounds,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.dht.LocalPartitioner,getTokenValidator,comparator,1
org.apache.cassandra.dht.LocalPartitioner,partitionOrdering,comparator,1
org.apache.cassandra.dht.LocalPartitioner,&lt;init&gt;,comparator,1
org.apache.cassandra.dht.Range$OrderedRangeContainmentChecker,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.dht.RangeFetchMapCalculator$EndpointVertex,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.dht.RangeFetchMapCalculator$RangeVertex,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.dht.RangeStreamer$AllowedSourcesFilter,&lt;init&gt;,allowedSources,1
org.apache.cassandra.dht.RangeStreamer$AllowedSourcesFilter,apply,NOVALUE,1
org.apache.cassandra.dht.RangeStreamer$ExcludeLocalNodeFilter,apply,NOVALUE,1
org.apache.cassandra.dht.RangeStreamer$FailureDetectorSourceFilter,&lt;init&gt;,fd,1
org.apache.cassandra.dht.RangeStreamer$FailureDetectorSourceFilter,apply,NOVALUE,1
org.apache.cassandra.dht.RangeStreamer$FetchReplica,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.dht.tokenallocator.OfflineTokenAllocator$FakeNode,tokens,tokens,1
org.apache.cassandra.dht.tokenallocator.TokenAllocatorBase$Weighted,compareTo,NOVALUE,1
org.apache.cassandra.diag.DiagnosticEventPersistence,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.diag.DiagnosticEventService,NOVALUE,subscribersAll,1
org.apache.cassandra.diag.DiagnosticEventService,NOVALUE,subscribersByClass,1
org.apache.cassandra.diag.DiagnosticEventService,NOVALUE,subscribersByClassAndType,1
org.apache.cassandra.diag.store.DiagnosticEventMemoryStore,setMaxSize,maxSize,1
org.apache.cassandra.fql.FullQueryLogger$Batch,&lt;init&gt;,queries,1
org.apache.cassandra.fql.FullQueryLogger$Batch,&lt;init&gt;,values,1
org.apache.cassandra.gms.ArrayBackedBoundedStats,add,index,1
org.apache.cassandra.gms.ArrayBackedBoundedStats,add,isFilled,1
org.apache.cassandra.gms.ArrivalWindow,phi,lastReportedPhi,1
org.apache.cassandra.gms.ArrivalWindow,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.gms.ArrivalWindow,NOVALUE,tLast,1
org.apache.cassandra.gms.FailureDetector,dumpInterArrivalTimes,NOVALUE,1
org.apache.cassandra.gms.FailureDetector,getPhiValues,NOVALUE,1
org.apache.cassandra.gms.GossipDigest,compareTo,NOVALUE,1
org.apache.cassandra.gms.GossipDigestSyn,&lt;init&gt;,gDigests,1
org.apache.cassandra.gms.Gossiper,doShadowRound,endpointShadowStateMap,1
org.apache.cassandra.gms.Gossiper,doShadowRound,NOVALUE,1
org.apache.cassandra.gms.Gossiper,doStatusCheck,endpointStateMap,1
org.apache.cassandra.gms.VersionedValue,compareTo,NOVALUE,1
org.apache.cassandra.hadoop.ColumnFamilySplit,getLocations,dataNodes,1
org.apache.cassandra.hadoop.ColumnFamilySplit,&lt;init&gt;,dataNodes,1
org.apache.cassandra.hadoop.ReporterWrapper,&lt;init&gt;,wrappedReporter,1
org.apache.cassandra.hadoop.cql3.CqlRecordReader,initialize,split,1
org.apache.cassandra.hadoop.cql3.CqlRecordReader$RowIterator,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.hadoop.cql3.CqlRecordWriter,appendKeyWhereClauses,NOVALUE,1
org.apache.cassandra.hadoop.cql3.CqlRecordWriter$RangeClient,&lt;init&gt;,endpoints,1
org.apache.cassandra.hadoop.cql3.CqlRecordWriter$RangeClient,&lt;init&gt;,this$0,1
org.apache.cassandra.hadoop.cql3.LimitedLocalNodeFirstLocalBalancingPolicy$1,apply,NOVALUE,1
org.apache.cassandra.hints.ChecksummedDataInput,getChannel,channel,1
org.apache.cassandra.hints.CompressedChecksummedDataInput,readBuffer,filePosition,1
org.apache.cassandra.hints.CompressedHintsWriter,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.hints.EncryptedChecksummedDataInput,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.hints.HintMessage$Serializer,deserialize,NOVALUE,1
org.apache.cassandra.hints.HintsDescriptor,isHintFileName,NOVALUE,1
org.apache.cassandra.hints.HintsReader$HintsIterator,readHint,NOVALUE,1
org.apache.cassandra.hints.HintsService,NOVALUE,instance,1
org.apache.cassandra.hints.HintsStore,delete,NOVALUE,1
org.apache.cassandra.index.internal.CassandraIndex,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.index.internal.CassandraIndex,getIndexCfs,indexCfs,1
org.apache.cassandra.index.internal.CassandraIndex,getIndexMetadata,metadata,1
org.apache.cassandra.index.internal.CassandraIndex,getIndexedColumn,indexedColumn,1
org.apache.cassandra.index.internal.CassandraIndexSearcher,&lt;init&gt;,command,1
org.apache.cassandra.index.internal.CassandraIndexSearcher,&lt;init&gt;,index,1
org.apache.cassandra.index.internal.CollatedViewIndexBuilder,&lt;init&gt;,cfs,1
org.apache.cassandra.index.internal.CollatedViewIndexBuilder,&lt;init&gt;,indexers,1
org.apache.cassandra.index.internal.CollatedViewIndexBuilder,&lt;init&gt;,iter,1
org.apache.cassandra.index.internal.CollatedViewIndexBuilder,&lt;init&gt;,sstables,1
org.apache.cassandra.index.sasi.SASIIndex,getIndexMetadata,config,1
org.apache.cassandra.index.sasi.SASIIndex,&lt;init&gt;,baseCfs,1
org.apache.cassandra.index.sasi.SASIIndex,&lt;init&gt;,config,1
org.apache.cassandra.index.sasi.SSTableIndex,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.index.sasi.SSTableIndex,getSSTable,sstable,1
org.apache.cassandra.index.sasi.SSTableIndex$DecoratedKeyFetcher,apply,NOVALUE,1
org.apache.cassandra.index.sasi.analyzer.AbstractAnalyzer,next,next,1
org.apache.cassandra.index.sasi.analyzer.AbstractAnalyzer,next,NOVALUE,1
org.apache.cassandra.index.sasi.analyzer.NoOpAnalyzer,reset,input,1
org.apache.cassandra.index.sasi.analyzer.NonTokenizingAnalyzer,init,options,1
org.apache.cassandra.index.sasi.analyzer.NonTokenizingAnalyzer,init,validator,1
org.apache.cassandra.index.sasi.analyzer.NonTokenizingAnalyzer,reset,input,1
org.apache.cassandra.index.sasi.analyzer.StandardAnalyzer,init,options,1
org.apache.cassandra.index.sasi.analyzer.StandardAnalyzer,init,validator,1
org.apache.cassandra.index.sasi.analyzer.StandardAnalyzer,NOVALUE,inputReader,1
org.apache.cassandra.index.sasi.analyzer.StandardTokenizerImpl,zzUnpackAction,NOVALUE,1
org.apache.cassandra.index.sasi.analyzer.StandardTokenizerImpl,zzUnpackAttribute,NOVALUE,1
org.apache.cassandra.index.sasi.analyzer.StandardTokenizerImpl,zzUnpackRowMap,NOVALUE,1
org.apache.cassandra.index.sasi.analyzer.StandardTokenizerImpl,zzUnpackTrans,NOVALUE,1
org.apache.cassandra.index.sasi.analyzer.StandardTokenizerImpl,zzUnpackcmap_blocks,NOVALUE,1
org.apache.cassandra.index.sasi.analyzer.StandardTokenizerImpl,zzUnpackcmap_top,NOVALUE,1
org.apache.cassandra.index.sasi.analyzer.StandardTokenizerImpl,getBytes,NOVALUE,1
org.apache.cassandra.index.sasi.analyzer.StandardTokenizerImpl,NOVALUE,yycolumn,1
org.apache.cassandra.index.sasi.analyzer.StandardTokenizerImpl,NOVALUE,yyline,1
org.apache.cassandra.index.sasi.analyzer.StandardTokenizerImpl,NOVALUE,zzAtBOL,1
org.apache.cassandra.index.sasi.analyzer.StandardTokenizerImpl,NOVALUE,zzEOFDone,1
org.apache.cassandra.index.sasi.analyzer.filter.FilterPipelineBuilder,build,parent,1
org.apache.cassandra.index.sasi.analyzer.filter.FilterPipelineBuilder,add,current,1
org.apache.cassandra.index.sasi.analyzer.filter.FilterPipelineTask,NOVALUE,next,1
org.apache.cassandra.index.sasi.analyzer.filter.StemmerFactory,getStemmer,NOVALUE,1
org.apache.cassandra.index.sasi.conf.ColumnIndex,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.index.sasi.conf.ColumnIndex,getDefinition,column,1
org.apache.cassandra.index.sasi.conf.ColumnIndex,keyValidator,keyValidator,1
org.apache.cassandra.index.sasi.conf.ColumnIndex,&lt;init&gt;,column,1
org.apache.cassandra.index.sasi.conf.ColumnIndex,&lt;init&gt;,keyValidator,1
org.apache.cassandra.index.sasi.conf.DataTracker,&lt;init&gt;,keyValidator,1
org.apache.cassandra.index.sasi.conf.IndexMode,getAnalyzer,analyzerClass,1
org.apache.cassandra.index.sasi.conf.view.PrefixTermTree,search,NOVALUE,1
org.apache.cassandra.index.sasi.conf.view.RangeTermTree,&lt;init&gt;,comparator,1
org.apache.cassandra.index.sasi.conf.view.RangeTermTree,&lt;init&gt;,max,1
org.apache.cassandra.index.sasi.conf.view.RangeTermTree,&lt;init&gt;,min,1
org.apache.cassandra.index.sasi.conf.view.RangeTermTree$Term,&lt;init&gt;,comparator,1
org.apache.cassandra.index.sasi.conf.view.RangeTermTree$Term,&lt;init&gt;,term,1
org.apache.cassandra.index.sasi.conf.view.RangeTermTree$Term,compareTo,NOVALUE,1
org.apache.cassandra.index.sasi.conf.view.View$Key,compareTo,NOVALUE,1
org.apache.cassandra.index.sasi.disk.AbstractTokenTreeBuilder$InteriorNode,&lt;init&gt;,this$0,1
