class,method,field,count
org.apache.cassandra.cql3.Cql_Parser$DFA224,NOVALUE,NOVALUE,1
org.apache.cassandra.cql3.Cql_Parser$DFA225,&lt;init&gt;,recognizer,1
org.apache.cassandra.cql3.Cql_Parser$DFA225,&lt;init&gt;,this$0,1
org.apache.cassandra.cql3.Cql_Parser$DFA225,NOVALUE,NOVALUE,1
org.apache.cassandra.cql3.Cql_Parser$DFA235,&lt;init&gt;,recognizer,1
org.apache.cassandra.cql3.Cql_Parser$DFA235,&lt;init&gt;,this$0,1
org.apache.cassandra.cql3.Cql_Parser$DFA235,NOVALUE,NOVALUE,1
org.apache.cassandra.cql3.Cql_Parser$DFA30,&lt;init&gt;,recognizer,1
org.apache.cassandra.cql3.Cql_Parser$DFA30,&lt;init&gt;,this$0,1
org.apache.cassandra.cql3.Cql_Parser$DFA30,NOVALUE,NOVALUE,1
org.apache.cassandra.cql3.Cql_Parser$DFA31,&lt;init&gt;,recognizer,1
org.apache.cassandra.cql3.Cql_Parser$DFA31,&lt;init&gt;,this$0,1
org.apache.cassandra.cql3.Cql_Parser$DFA31,NOVALUE,NOVALUE,1
org.apache.cassandra.cql3.Cql_Parser$DFA61,&lt;init&gt;,recognizer,1
org.apache.cassandra.cql3.Cql_Parser$DFA61,&lt;init&gt;,this$0,1
org.apache.cassandra.cql3.Cql_Parser$DFA61,NOVALUE,NOVALUE,1
org.apache.cassandra.cql3.Lists$DelayedValue,&lt;init&gt;,elements,1
org.apache.cassandra.cql3.Lists$Literal,&lt;init&gt;,elements,1
org.apache.cassandra.cql3.Lists$Marker,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.cql3.Lists$SetterByIndex,&lt;init&gt;,idx,1
org.apache.cassandra.cql3.Maps$DelayedValue,&lt;init&gt;,elements,1
org.apache.cassandra.cql3.Maps$Marker,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.cql3.Maps$SetterByKey,&lt;init&gt;,k,1
org.apache.cassandra.cql3.MultiColumnRelation,getEntities,entities,1
org.apache.cassandra.cql3.MultiColumnRelation,getInValues,inValues,1
org.apache.cassandra.cql3.Operation,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.cql3.Operations,regularOperations,regularOperations,1
org.apache.cassandra.cql3.Operations,staticOperations,staticOperations,1
org.apache.cassandra.cql3.QueryProcessor,executeInternalWithNow,NOVALUE,1
org.apache.cassandra.cql3.QueryProcessor,getInternalStatements,internalStatements,1
org.apache.cassandra.cql3.QueryProcessor,getStoredPreparedStatement,NOVALUE,1
org.apache.cassandra.cql3.ResultSet$ResultMetadata,getFlags,flags,1
org.apache.cassandra.cql3.RoleName,setName,NOVALUE,1
org.apache.cassandra.cql3.Sets$DelayedValue,&lt;init&gt;,elements,1
org.apache.cassandra.cql3.Sets$Literal,&lt;init&gt;,elements,1
org.apache.cassandra.cql3.Sets$Marker,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.cql3.SingleColumnRelation,getInValues,inValues,1
org.apache.cassandra.cql3.TokenRelation,&lt;init&gt;,entities,1
org.apache.cassandra.cql3.Tuples$InMarker,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.cql3.Tuples$InValue,getSplitValues,elements,1
org.apache.cassandra.cql3.Tuples$InValue,&lt;init&gt;,elements,1
org.apache.cassandra.cql3.Tuples$Literal,&lt;init&gt;,elements,1
org.apache.cassandra.cql3.UntypedResultSet$Row,getColumns,columns,1
org.apache.cassandra.cql3.UpdateParameters,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.cql3.UpdateParameters,deletionTime,deletionTime,1
org.apache.cassandra.cql3.UpdateParameters,&lt;init&gt;,prefetchedRows,1
org.apache.cassandra.cql3.UserTypes$DelayedValue,&lt;init&gt;,type,1
org.apache.cassandra.cql3.UserTypes$DelayedValue,&lt;init&gt;,values,1
org.apache.cassandra.cql3.UserTypes$Marker,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.cql3.UserTypes$Value,&lt;init&gt;,type,1
org.apache.cassandra.cql3.VariableSpecifications,getBindVariables,specs,1
org.apache.cassandra.cql3.VariableSpecifications,&lt;init&gt;,variableNames,1
org.apache.cassandra.cql3.conditions.Conditions,&lt;clinit&gt;,NOVALUE,1
org.apache.cassandra.cql3.functions.AbstractFunction,argTypes,argTypes,1
org.apache.cassandra.cql3.functions.AbstractFunction,name,name,1
org.apache.cassandra.cql3.functions.AbstractFunction,returnType,returnType,1
org.apache.cassandra.cql3.functions.FunctionCall$Raw,&lt;init&gt;,name,1
org.apache.cassandra.cql3.functions.FunctionCall$Raw,&lt;init&gt;,terms,1
org.apache.cassandra.cql3.functions.FunctionResolver,pickBestMatch,NOVALUE,1
org.apache.cassandra.cql3.functions.JavaBasedUDFunction,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.cql3.functions.JavaBasedUDFunction$EcjTargetClassLoader,getPermissions,NOVALUE,1
org.apache.cassandra.cql3.functions.TimeFcts,NOVALUE,logger,1
org.apache.cassandra.cql3.functions.TokenFct,&lt;init&gt;,metadata,1
org.apache.cassandra.cql3.functions.UDAggregate,initialCondition,initcond,1
org.apache.cassandra.cql3.functions.UDAggregate,stateType,stateType,1
org.apache.cassandra.cql3.functions.UDAggregate,&lt;init&gt;,initcond,1
org.apache.cassandra.cql3.functions.UDFByteCodeVerifier$ExecuteImplVisitor,visitInsn,NOVALUE,1
org.apache.cassandra.cql3.functions.UDFunction,&lt;clinit&gt;,NOVALUE,1
org.apache.cassandra.cql3.functions.UDFunction,argNames,argNames,1
org.apache.cassandra.cql3.functions.types.DataType$CollectionType,getTypeArguments,typeArguments,1
org.apache.cassandra.cql3.functions.types.TypeCodec,getJavaType,javaType,1
org.apache.cassandra.cql3.functions.types.TypeCodec$BooleanCodec,parse,NOVALUE,1
org.apache.cassandra.cql3.functions.types.TypeCodec$CustomCodec,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.cql3.restrictions.IndexRestrictions,getCustomIndexExpressions,customExpressions,1
org.apache.cassandra.cql3.restrictions.IndexRestrictions,getRestrictions,regularRestrictions,1
org.apache.cassandra.cql3.restrictions.MultiColumnRestriction,getColumnDefs,columnDefs,1
org.apache.cassandra.cql3.restrictions.MultiColumnRestriction,&lt;init&gt;,columnDefs,1
org.apache.cassandra.cql3.restrictions.MultiColumnRestriction$EQRestriction,&lt;init&gt;,value,1
org.apache.cassandra.cql3.restrictions.MultiColumnRestriction$InRestrictionWithMarker,&lt;init&gt;,marker,1
org.apache.cassandra.cql3.restrictions.MultiColumnRestriction$InRestrictionWithValues,&lt;init&gt;,values,1
org.apache.cassandra.cql3.restrictions.MultiColumnRestriction$NotNullRestriction,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.cql3.restrictions.SingleColumnRestriction,getFirstColumn,columnDef,1
org.apache.cassandra.cql3.restrictions.SingleColumnRestriction,getLastColumn,columnDef,1
org.apache.cassandra.cql3.restrictions.SingleColumnRestriction,&lt;init&gt;,columnDef,1
org.apache.cassandra.cql3.restrictions.SingleColumnRestriction$EQRestriction,&lt;init&gt;,value,1
org.apache.cassandra.cql3.restrictions.SingleColumnRestriction$InRestrictionWithMarker,&lt;init&gt;,marker,1
org.apache.cassandra.cql3.restrictions.SingleColumnRestriction$InRestrictionWithValues,&lt;init&gt;,values,1
org.apache.cassandra.cql3.restrictions.SingleColumnRestriction$LikeRestriction,&lt;init&gt;,value,1
org.apache.cassandra.cql3.restrictions.StatementRestrictions,getIndexRestrictions,filterRestrictions,1
org.apache.cassandra.cql3.restrictions.StatementRestrictions,notNullColumns,notNullColumns,1
org.apache.cassandra.cql3.restrictions.TokenRestriction,getColumnDefs,columnDefs,1
org.apache.cassandra.cql3.restrictions.TokenRestriction,&lt;init&gt;,columnDefs,1
org.apache.cassandra.cql3.restrictions.TokenRestriction,&lt;init&gt;,metadata,1
org.apache.cassandra.cql3.restrictions.TokenRestriction$EQRestriction,&lt;init&gt;,value,1
org.apache.cassandra.cql3.selection.ElementsSelector$ElementSelector,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.cql3.selection.ElementsSelector$SliceSelector,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.cql3.selection.ResultSetBuilder,build,resultSet,1
org.apache.cassandra.cql3.selection.ResultSetBuilder,&lt;init&gt;,selectors,1
org.apache.cassandra.cql3.selection.Selectable$BetweenParenthesesOrWithTuple,&lt;init&gt;,selectables,1
org.apache.cassandra.cql3.selection.Selectable$BetweenParenthesesOrWithTuple$Raw,&lt;init&gt;,raws,1
org.apache.cassandra.cql3.selection.Selectable$WithCast,&lt;init&gt;,arg,1
org.apache.cassandra.cql3.selection.Selectable$WithElementSelection,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.cql3.selection.Selectable$WithFunction$Raw,&lt;init&gt;,args,1
org.apache.cassandra.cql3.selection.Selectable$WithFunction$Raw,&lt;init&gt;,functionName,1
org.apache.cassandra.cql3.selection.Selectable$WithList,&lt;init&gt;,selectables,1
org.apache.cassandra.cql3.selection.Selectable$WithList$Raw,&lt;init&gt;,raws,1
org.apache.cassandra.cql3.selection.Selectable$WithMapOrUdt,&lt;init&gt;,cfm,1
org.apache.cassandra.cql3.selection.Selectable$WithMapOrUdt,&lt;init&gt;,raws,1
org.apache.cassandra.cql3.selection.Selectable$WithMapOrUdt$Raw,&lt;init&gt;,raws,1
org.apache.cassandra.cql3.selection.Selectable$WithSet,&lt;init&gt;,selectables,1
org.apache.cassandra.cql3.selection.Selectable$WithSet$Raw,&lt;init&gt;,raws,1
org.apache.cassandra.cql3.selection.Selectable$WithTypeHint,getExactTypeIfKnown,type,1
org.apache.cassandra.cql3.selection.Selectable$WithTypeHint,&lt;init&gt;,selectable,1
org.apache.cassandra.cql3.selection.Selectable$WithTypeHint,&lt;init&gt;,type,1
org.apache.cassandra.cql3.selection.Selection,getColumns,columns,1
org.apache.cassandra.cql3.selection.Selection,getResultMetadata,metadata,1
org.apache.cassandra.cql3.selection.Selection$SelectionWithProcessing$1,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.cql3.selection.SelectorFactories$1,apply,NOVALUE,1
org.apache.cassandra.cql3.selection.SelectorFactories$2,apply,NOVALUE,1
org.apache.cassandra.cql3.selection.SimpleSelector,getOutput,current,1
org.apache.cassandra.cql3.selection.SimpleSelector$SimpleSelectorFactory,getColumn,column,1
org.apache.cassandra.cql3.selection.TermSelector,getOutput,value,1
org.apache.cassandra.cql3.selection.TermSelector,getType,type,1
org.apache.cassandra.cql3.statements.AlterRoleStatement,&lt;init&gt;,opts,1
org.apache.cassandra.cql3.statements.BatchStatement,getStatements,statements,1
org.apache.cassandra.cql3.statements.BatchStatement,&lt;init&gt;,attrs,1
org.apache.cassandra.cql3.statements.BatchStatement,&lt;init&gt;,bindVariables,1
org.apache.cassandra.cql3.statements.BatchStatement,&lt;init&gt;,statements,1
org.apache.cassandra.cql3.statements.BatchStatement$Parsed,&lt;init&gt;,parsedStatements,1
org.apache.cassandra.cql3.statements.CreateRoleStatement,&lt;init&gt;,opts,1
org.apache.cassandra.cql3.statements.DeleteStatement$Parsed,&lt;init&gt;,deletions,1
org.apache.cassandra.cql3.statements.DescribeStatement,getOffset,NOVALUE,1
org.apache.cassandra.cql3.statements.ListPermissionsStatement,&lt;init&gt;,permissions,1
org.apache.cassandra.cql3.statements.ModificationStatement,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.cql3.statements.ModificationStatement,allOperations,operations,1
org.apache.cassandra.cql3.statements.ModificationStatement,getRestrictions,restrictions,1
org.apache.cassandra.cql3.statements.ModificationStatement,&lt;init&gt;,attrs,1
org.apache.cassandra.cql3.statements.ModificationStatement,&lt;init&gt;,bindVariables,1
org.apache.cassandra.cql3.statements.ModificationStatement,&lt;init&gt;,conditions,1
org.apache.cassandra.cql3.statements.ModificationStatement,&lt;init&gt;,operations,1
org.apache.cassandra.cql3.statements.ModificationStatement,&lt;init&gt;,restrictions,1
org.apache.cassandra.cql3.statements.SelectStatement,getRestrictions,restrictions,1
org.apache.cassandra.cql3.statements.SelectStatement,getSelection,selection,1
org.apache.cassandra.cql3.statements.SelectStatement,&lt;init&gt;,limit,1
org.apache.cassandra.cql3.statements.SelectStatement,&lt;init&gt;,perPartitionLimit,1
org.apache.cassandra.cql3.statements.SelectStatement,&lt;init&gt;,restrictions,1
org.apache.cassandra.cql3.statements.SelectStatement,&lt;init&gt;,selection,1
org.apache.cassandra.cql3.statements.SelectStatement$CompositeComparator,NOVALUE,NOVALUE,1
org.apache.cassandra.cql3.statements.UpdateStatement$ParsedInsert,&lt;init&gt;,columnNames,1
org.apache.cassandra.cql3.statements.UpdateStatement$ParsedInsert,&lt;init&gt;,columnValues,1
org.apache.cassandra.cql3.statements.UpdateStatement$ParsedUpdate,&lt;init&gt;,updates,1
org.apache.cassandra.cql3.statements.schema.AlterKeyspaceStatement,&lt;init&gt;,attrs,1
org.apache.cassandra.cql3.statements.schema.AlterKeyspaceStatement$Raw,&lt;init&gt;,attrs,1
org.apache.cassandra.cql3.statements.schema.AlterTableStatement$Raw,&lt;init&gt;,name,1
org.apache.cassandra.cql3.statements.schema.AlterTableStatement$RenameColumns,renameColumn,NOVALUE,1
org.apache.cassandra.cql3.statements.schema.AlterTypeStatement$Raw,&lt;init&gt;,name,1
org.apache.cassandra.cql3.statements.schema.AlterViewStatement,&lt;init&gt;,attrs,1
org.apache.cassandra.cql3.statements.schema.AlterViewStatement$Raw,&lt;init&gt;,attrs,1
org.apache.cassandra.cql3.statements.schema.AlterViewStatement$Raw,&lt;init&gt;,name,1
org.apache.cassandra.cql3.statements.schema.CreateAggregateStatement,&lt;init&gt;,finalFunctionName,1
org.apache.cassandra.cql3.statements.schema.CreateAggregateStatement,&lt;init&gt;,rawArgumentTypes,1
org.apache.cassandra.cql3.statements.schema.CreateAggregateStatement,&lt;init&gt;,stateFunctionName,1
org.apache.cassandra.cql3.statements.schema.CreateAggregateStatement$Raw,&lt;init&gt;,aggregateName,1
org.apache.cassandra.cql3.statements.schema.CreateAggregateStatement$Raw,&lt;init&gt;,rawArgumentTypes,1
org.apache.cassandra.cql3.statements.schema.CreateFunctionStatement,&lt;init&gt;,argumentNames,1
org.apache.cassandra.cql3.statements.schema.CreateFunctionStatement,&lt;init&gt;,rawArgumentTypes,1
org.apache.cassandra.cql3.statements.schema.CreateFunctionStatement$Raw,&lt;init&gt;,argumentNames,1
org.apache.cassandra.cql3.statements.schema.CreateFunctionStatement$Raw,&lt;init&gt;,name,1
org.apache.cassandra.cql3.statements.schema.CreateFunctionStatement$Raw,&lt;init&gt;,rawArgumentTypes,1
org.apache.cassandra.cql3.statements.schema.CreateIndexStatement,&lt;init&gt;,attrs,1
org.apache.cassandra.cql3.statements.schema.CreateIndexStatement,&lt;init&gt;,rawIndexTargets,1
org.apache.cassandra.cql3.statements.schema.CreateIndexStatement$Raw,&lt;init&gt;,attrs,1
org.apache.cassandra.cql3.statements.schema.CreateIndexStatement$Raw,&lt;init&gt;,indexName,1
org.apache.cassandra.cql3.statements.schema.CreateIndexStatement$Raw,&lt;init&gt;,rawIndexTargets,1
org.apache.cassandra.cql3.statements.schema.CreateIndexStatement$Raw,&lt;init&gt;,tableName,1
org.apache.cassandra.cql3.statements.schema.CreateKeyspaceStatement,&lt;init&gt;,attrs,1
org.apache.cassandra.cql3.statements.schema.CreateKeyspaceStatement$Raw,&lt;init&gt;,attrs,1
org.apache.cassandra.cql3.statements.schema.CreateTableStatement,&lt;init&gt;,attrs,1
org.apache.cassandra.cql3.statements.schema.CreateTableStatement,&lt;init&gt;,clusteringColumns,1
org.apache.cassandra.cql3.statements.schema.CreateTableStatement,&lt;init&gt;,clusteringOrder,1
org.apache.cassandra.cql3.statements.schema.CreateTableStatement,&lt;init&gt;,partitionKeyColumns,1
org.apache.cassandra.cql3.statements.schema.CreateTableStatement,&lt;init&gt;,rawColumns,1
org.apache.cassandra.cql3.statements.schema.CreateTableStatement,&lt;init&gt;,staticColumns,1
org.apache.cassandra.cql3.statements.schema.CreateTableStatement$Raw,&lt;init&gt;,name,1
org.apache.cassandra.cql3.statements.schema.CreateTableStatement$Raw,setPartitionKeyColumns,partitionKeyColumns,1
org.apache.cassandra.cql3.statements.schema.CreateTriggerStatement$Raw,&lt;init&gt;,tableName,1
org.apache.cassandra.cql3.statements.schema.CreateTypeStatement,&lt;init&gt;,fieldNames,1
org.apache.cassandra.cql3.statements.schema.CreateTypeStatement,&lt;init&gt;,rawFieldTypes,1
org.apache.cassandra.cql3.statements.schema.CreateTypeStatement$Raw,&lt;init&gt;,name,1
org.apache.cassandra.cql3.statements.schema.CreateViewStatement,&lt;init&gt;,attrs,1
org.apache.cassandra.cql3.statements.schema.CreateViewStatement,&lt;init&gt;,clusteringColumns,1
org.apache.cassandra.cql3.statements.schema.CreateViewStatement,&lt;init&gt;,clusteringOrder,1
org.apache.cassandra.cql3.statements.schema.CreateViewStatement,&lt;init&gt;,partitionKeyColumns,1
org.apache.cassandra.cql3.statements.schema.CreateViewStatement,&lt;init&gt;,rawColumns,1
org.apache.cassandra.cql3.statements.schema.CreateViewStatement$Raw,&lt;init&gt;,rawColumns,1
org.apache.cassandra.cql3.statements.schema.CreateViewStatement$Raw,&lt;init&gt;,tableName,1
org.apache.cassandra.cql3.statements.schema.CreateViewStatement$Raw,&lt;init&gt;,viewName,1
org.apache.cassandra.cql3.statements.schema.CreateViewStatement$Raw,setPartitionKeyColumns,partitionKeyColumns,1
org.apache.cassandra.cql3.statements.schema.DropAggregateStatement,&lt;init&gt;,arguments,1
org.apache.cassandra.cql3.statements.schema.DropAggregateStatement$Raw,&lt;init&gt;,arguments,1
org.apache.cassandra.cql3.statements.schema.DropAggregateStatement$Raw,&lt;init&gt;,name,1
org.apache.cassandra.cql3.statements.schema.DropFunctionStatement,&lt;init&gt;,arguments,1
org.apache.cassandra.cql3.statements.schema.DropFunctionStatement$Raw,&lt;init&gt;,arguments,1
org.apache.cassandra.cql3.statements.schema.DropFunctionStatement$Raw,&lt;init&gt;,name,1
org.apache.cassandra.cql3.statements.schema.DropIndexStatement$Raw,&lt;init&gt;,name,1
org.apache.cassandra.cql3.statements.schema.DropTableStatement$Raw,&lt;init&gt;,name,1
org.apache.cassandra.cql3.statements.schema.DropTriggerStatement$Raw,&lt;init&gt;,tableName,1
org.apache.cassandra.cql3.statements.schema.DropTypeStatement$Raw,&lt;init&gt;,name,1
org.apache.cassandra.cql3.statements.schema.DropViewStatement$Raw,&lt;init&gt;,name,1
org.apache.cassandra.db.AbstractCompactionController,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.AbstractOnHeapClusteringPrefix,getRawValues,values,1
org.apache.cassandra.db.AbstractOnHeapClusteringPrefix,&lt;init&gt;,values,1
org.apache.cassandra.db.BufferDecoratedKey,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.BufferDecoratedKey,getKey,key,1
org.apache.cassandra.db.BufferDecoratedKey,&lt;init&gt;,key,1
org.apache.cassandra.db.CBuilder,NOVALUE,STATIC_BUILDER,1
org.apache.cassandra.db.CassandraKeyspaceWriteHandler,&lt;init&gt;,keyspace,1
org.apache.cassandra.db.CassandraTableWriteHandler,&lt;init&gt;,cfs,1
org.apache.cassandra.db.ClockAndCount,NOVALUE,BLANK,1
org.apache.cassandra.db.ClusteringBound,&lt;clinit&gt;,NOVALUE,1
org.apache.cassandra.db.ClusteringPrefix$Deserializer,&lt;init&gt;,serializationHeader,1
org.apache.cassandra.db.ColumnFamilyStore,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.ColumnFamilyStore,getCompactionStrategyManager,compactionStrategyManager,1
org.apache.cassandra.db.ColumnFamilyStore,getDirectories,directories,1
org.apache.cassandra.db.ColumnFamilyStore,getTracker,data,1
org.apache.cassandra.db.ColumnFamilyStore,getWriteHandler,writeHandler,1
org.apache.cassandra.db.ColumnFamilyStore,&lt;init&gt;,directories,1
org.apache.cassandra.db.ColumnFamilyStore,NOVALUE,additionalWriteLatencyNanos,1
org.apache.cassandra.db.ColumnFamilyStore,NOVALUE,sampleReadLatencyNanos,1
org.apache.cassandra.db.ColumnFamilyStore,createEphemeralSnapshotMarkerFile,NOVALUE,1
org.apache.cassandra.db.ColumnFamilyStore,scrubDataDirectories,NOVALUE,1
org.apache.cassandra.db.ColumnIndex,indexSamples,indexSamples,1
org.apache.cassandra.db.ColumnIndex,&lt;init&gt;,header,1
org.apache.cassandra.db.ColumnIndex,&lt;init&gt;,observers,1
org.apache.cassandra.db.ColumnIndex,&lt;init&gt;,writer,1
org.apache.cassandra.db.ColumnIndex,NOVALUE,columnIndexCount,1
org.apache.cassandra.db.ColumnIndex,NOVALUE,headerLength,1
org.apache.cassandra.db.ConsistencyLevel,blockForWrite,NOVALUE,1
org.apache.cassandra.db.CounterMutation$1,apply,NOVALUE,1
org.apache.cassandra.db.CounterMutation$1$1,apply,NOVALUE,1
org.apache.cassandra.db.CounterMutation$1$1$1,apply,NOVALUE,1
org.apache.cassandra.db.DataRange$Paging,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.DecoratedKey,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.DeletionInfo,&lt;clinit&gt;,NOVALUE,1
org.apache.cassandra.db.Directories,&lt;init&gt;,metadata,1
org.apache.cassandra.db.Directories,&lt;init&gt;,paths,1
org.apache.cassandra.db.DiskBoundaries,&lt;init&gt;,cfs,1
org.apache.cassandra.db.ExpirationDateOverflowHandling,NOVALUE,policy,1
org.apache.cassandra.db.ExpirationDateOverflowHandling,maybeApplyExpirationDateOverflowPolicy,NOVALUE,1
org.apache.cassandra.db.Keyspace,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.LivenessInfo$ExpiredLivenessInfo,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.LivenessInfo$ExpiringLivenessInfo,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.LivenessInfo$ExpiringLivenessInfo,equals,NOVALUE,1
org.apache.cassandra.db.Memtable,put,minTimestamp,1
org.apache.cassandra.db.Memtable,getAllocator,allocator,1
org.apache.cassandra.db.Memtable,&lt;init&gt;,commitLogLowerBound,1
org.apache.cassandra.db.Memtable,setDiscarding,commitLogUpperBound,1
org.apache.cassandra.db.Memtable,compareTo,NOVALUE,1
org.apache.cassandra.db.Memtable$MemtableUnfilteredPartitionIterator,&lt;init&gt;,cfs,1
org.apache.cassandra.db.Memtable$MemtableUnfilteredPartitionIterator,&lt;init&gt;,dataRange,1
org.apache.cassandra.db.Memtable$MemtableUnfilteredPartitionIterator,&lt;init&gt;,iter,1
org.apache.cassandra.db.MutableDeletionInfo,getPartitionDeletion,partitionDeletion,1
org.apache.cassandra.db.MutableDeletionInfo,&lt;init&gt;,partitionDeletion,1
org.apache.cassandra.db.MutableDeletionInfo,&lt;init&gt;,ranges,1
org.apache.cassandra.db.MutableDeletionInfo,add,partitionDeletion,1
org.apache.cassandra.db.MutableDeletionInfo$Builder,build,deletion,1
org.apache.cassandra.db.NativeClustering,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.NativeClustering,get,NOVALUE,1
org.apache.cassandra.db.NativeDecoratedKey,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.PartitionRangeReadCommand,dataRange,dataRange,1
org.apache.cassandra.db.RangeTombstone,deletionTime,deletion,1
org.apache.cassandra.db.RangeTombstone,&lt;init&gt;,deletion,1
org.apache.cassandra.db.ReadCommand,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.ReadCommand,indexMetadata,index,1
org.apache.cassandra.db.ReadExecutionController,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.ReadExecutionController,indexReadController,indexController,1
org.apache.cassandra.db.ReadExecutionController,metadata,baseMetadata,1
org.apache.cassandra.db.ReadResponse$DigestResponse,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.RegularAndStaticColumns,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.RegularAndStaticColumns,NOVALUE,NONE,1
org.apache.cassandra.db.RowIndexEntry$Serializer,deserialize,NOVALUE,1
org.apache.cassandra.db.RowIndexEntry$ShallowInfoRetriever,fetchIndex,NOVALUE,1
org.apache.cassandra.db.SSTableImporter,&lt;init&gt;,cfs,1
org.apache.cassandra.db.SSTableImporter$Options,&lt;init&gt;,srcPaths,1
org.apache.cassandra.db.SSTableImporter$Options$Builder,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.SerializationHeader,clusteringTypes,clusteringTypes,1
org.apache.cassandra.db.SerializationHeader,keyType,keyType,1
org.apache.cassandra.db.SerializationHeader$Component,getClusteringTypes,clusteringTypes,1
org.apache.cassandra.db.SerializationHeader$Component,getKeyType,keyType,1
org.apache.cassandra.db.SerializationHeader$Component,getRegularColumns,regularColumns,1
org.apache.cassandra.db.SerializationHeader$Component,getStaticColumns,staticColumns,1
org.apache.cassandra.db.SimpleBuilders$PartitionUpdateBuilder,metadata,metadata,1
org.apache.cassandra.db.SimpleBuilders$PartitionUpdateBuilder,&lt;init&gt;,metadata,1
org.apache.cassandra.db.SimpleBuilders$RowBuilder,&lt;init&gt;,metadata,1
org.apache.cassandra.db.SinglePartitionReadCommand,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.SinglePartitionReadQuery$Group,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.Slice,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.SystemKeyspace,getPreviousVersionString,NOVALUE,1
org.apache.cassandra.db.VirtualTablePartitionRangeReadQuery,dataRange,dataRange,1
org.apache.cassandra.db.aggregation.GroupingState,partitionKey,partitionKey,1
org.apache.cassandra.db.aggregation.GroupingState,&lt;init&gt;,partitionKey,1
org.apache.cassandra.db.columniterator.AbstractSSTableIterator,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.columniterator.AbstractSSTableIterator,metadata,metadata,1
org.apache.cassandra.db.columniterator.AbstractSSTableIterator,partitionLevelDeletion,partitionLevelDeletion,1
org.apache.cassandra.db.columniterator.AbstractSSTableIterator$IndexState,&lt;init&gt;,reader,1
org.apache.cassandra.db.columniterator.AbstractSSTableIterator$Reader,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.commitlog.AbstractCommitLogService$SyncRunnable,sync,syncCount,1
org.apache.cassandra.db.commitlog.AbstractCommitLogService$SyncRunnable,maybeLogFlushLag,syncCount,1
org.apache.cassandra.db.commitlog.CommitLog,stopUnsafe,NOVALUE,1
org.apache.cassandra.db.commitlog.CommitLog,handleCommitError,NOVALUE,1
org.apache.cassandra.db.commitlog.CommitLogArchiver,construct,format,1
org.apache.cassandra.db.commitlog.CommitLogArchiver,NOVALUE,format,1
org.apache.cassandra.db.commitlog.CommitLogDescriptor,equals,NOVALUE,1
org.apache.cassandra.db.commitlog.CommitLogPosition,clone,NOVALUE,1
org.apache.cassandra.db.commitlog.CommitLogPosition,&lt;init&gt;,NOVALUE,1
org.apache.cassandra.db.commitlog.CommitLogReader,filterCommitLogFiles,NOVALUE,1
org.apache.cassandra.db.commitlog.CommitLogReader$ReadStatusTracker,shouldContinue,NOVALUE,1
org.apache.cassandra.db.commitlog.CommitLogReplayer,handleMutation,sawCDCMutation,1
org.apache.cassandra.db.commitlog.CommitLogReplayer,replayFiles,sawCDCMutation,1
org.apache.cassandra.db.commitlog.CommitLogReplayer,replayPath,sawCDCMutation,1
org.apache.cassandra.db.commitlog.CommitLogReplayer,NOVALUE,MAX_OUTSTANDING_REPLAY_BYTES,1
org.apache.cassandra.db.commitlog.CommitLogReplayer,NOVALUE,mutationInitiator,1
org.apache.cassandra.db.commitlog.CommitLogReplayer$CustomReplayFilter$1,apply,NOVALUE,1
org.apache.cassandra.db.commitlog.CommitLogReplayer$ReplayFilter,create,NOVALUE,1
